# ticker date stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue date revenuePerShare netIncomePerShare operatingCashFlowPerShare freeCashFlowPerShare cashPerShare bookValuePerShare tangibleBookValuePerShare shareholdersEquityPerShare interestDebtPerShare marketCap enterpriseValue peRatio priceToSalesRatio pocfratio pfcfRatio pbRatio ptbRatio evToSales enterpriseValueOverEBITDA evToOperatingCashFlow evToFreeCashFlow earningsYield freeCashFlowYield debtToEquity debtToAssets netDebtToEBITDA currentRatio interestCoverage incomeQuality dividendYield payoutRatio salesGeneralAndAdministrativeToRevenue researchAndDdevelopementToRevenue intangiblesToTotalAssets capexToOperatingCashFlow capexToRevenue capexToDepreciation stockBasedCompensationToRevenue grahamNumber roic returnOnTangibleAssets grahamNetNet workingCapital tangibleAssetValue netCurrentAssetValue investedCapital averageReceivables averagePayables averageInventory daysSalesOutstanding daysPayablesOutstanding daysOfInventoryOnHand receivablesTurnover payablesTurnover inventoryTurnover roe capexPerShare tag_id
ACAN 2020-09-30 0.460000 23504820.000000 10812217.200000 183009.000000 150250.000000 10779458.200000 2020-09-30 0.021422 -0.030179 0.297001 0.297001 0.007786 0.249877 0.249877 0.249877 0.038756 10812217.200000 10779458.200000 -15.242580 21.473604 1.548816 1.548816 1.840909 1.840909 21.408543 41.411672 1.544123 1.544123 -0.065606 0.645655 0.000000 0.604925 -0.125851 0.606244 -0.245239 -9.841441 None 0.000000 4.793455 0.000000 0.000000 None None None 0.758612 0.411911 -0.013067 -0.047715 -0.374816 -232158.000000 None -8635545.000000 0.025582 None 270715.500000 None 0.000000 None None None 0.000000 None -0.120774 0.000000 302
ACB 2020-06-30 10.540000 96753429.000000 1019781141.660000 162179000.000000 447550000.000000 1305152141.660000 2020-06-30 2.882647 -33.938549 -3.492920 -7.162103 1.676209 22.229765 21.978032 22.229765 5.427074 1019781141.660000 1305152141.660000 -0.391307 4.607015 -3.802091 -1.471635 0.597415 0.597415 4.679541 -3.118859 -3.861945 -1.883451 -2.555537 -0.679516 0.137126 0.236105 -0.681937 1.542264 -6.279308 0.102919 None 0.000000 0.950768 0.093472 0.000000 0.951961 -0.785637 -0.323631 0.214764 130.288274 -0.193909 -1.179609 -3.884643 147933000.000000 None -236506000.000000 0.208085 83218000.000000 None 161369500.000000 70.812926 23.020660 183.714350 5.154426 15.855323 1.986780 -1.526716 -3.669183 303
ACBI 2020-12-31 17.889999 21264150.000000 380415622.235850 653402000.000000 147614000.000000 -125372377.764150 2020-12-31 4.573801 1.060000 3.968604 3.807488 46.501976 15.922856 14.857401 15.922856 7.507330 380415622.235850 -125372377.764150 16.877357 3.911407 4.507882 4.698635 1.123542 1.123542 -1.289070 -4.222145 -1.485648 -1.548514 0.059251 0.212828 0.217986 0.906355 -17.033340 0.228501 1.874740 3.743966 None 0.000000 0.392749 0.000000 0.006266 -24.631932 -28.388208 -2.088149 0.020769 19.487435 0.006364 0.006273 -107.608628 -56942000.000000 315930000.000000 -3260166000.000000 0.435972 None None None 0.000000 None None None None None 0.066571 -0.161116 304
ACC 2020-12-31 41.160000 137588964.000000 5663161758.240000 54017000.000000 3593003000.000000 9202147758.240000 2020-12-31 6.327426 0.529134 2.551927 2.112866 0.392597 22.633559 22.941789 22.633559 26.931739 5663161758.240000 9202147758.240000 77.787478 6.505015 16.128988 19.480652 1.818539 1.818539 10.570086 22.636285 26.208209 31.654373 0.012856 0.051333 1.034608 0.580870 8.705521 0.186470 1.233870 4.822837 0.045834 3.565320 0.057877 0.000000 0.000000 -5.812233 -14.411256 -4.431435 0.017717 16.415364 0.019621 0.009667 -31.341820 -371108000.000000 None -4289561000.000000 1.153775 12280000.000000 44248035.000000 None 4.649580 0.075060 0.000000 78.501713 4862.760080 None 0.023378 -0.439061 305
ACCD 2021-02-28 44.470001 29370594.000000 1306110344.550594 433884000.000000 0.000000 872226344.550594 2021-02-28 5.800291 -1.724582 -0.859091 -0.939613 14.772735 13.307460 13.150262 13.307460 0.126793 1306110344.550594 872226344.550594 -25.785958 7.666857 -51.764043 -47.327983 3.341735 3.341735 5.119961 -22.531162 -34.568260 -31.605839 -0.038781 -0.021129 0.000000 0.178045 11.207998 5.741144 -12.560956 0.498144 None 0.000000 0.185398 0.293235 0.009710 10.668922 -72.032981 -3.472304 0.056211 22.723790 -0.117994 -0.107566 12.192459 374906000.000000 386231000.000000 369319000.000000 0.000000 6513000.000000 6331500.000000 None 25.361327 28.795384 0.000000 14.391991 12.675643 None -0.129595 -0.080523 307
ACCEL.AS 2020-12-31 29.200001 26804632.000000 782695281.204632 173376000.000000 223617000.000000 832936281.204632 2020-12-31 48.366752 2.418575 7.702699 7.268557 6.468136 14.025636 9.287611 14.025636 9.026052 782695281.204632 832936281.204632 12.073228 0.603721 3.790879 4.017304 2.081902 2.081902 0.642473 8.474273 4.034215 4.275173 0.082828 0.248923 0.491416 0.572575 0.511151 2.202157 4.218250 3.184809 None 0.000000 0.009837 0.001582 0.144389 -17.742373 -111.407837 -2.142133 0.000271 27.626907 0.126404 0.086143 -6.998417 322314000.000000 248951000.000000 86804000.000000 0.594802 None 152679500.000000 336072000.000000 0.000000 53.822058 111.414772 None 6.781606 3.276047 0.172440 -0.434141 308
ACCO 2020-12-31 8.090000 94000000.000000 760460000.000000 36600000.000000 1131100000.000000 1854960000.000000 2020-12-31 17.608511 0.659574 1.268085 1.105319 0.389362 7.901064 -11.294681 7.901064 12.445745 760460000.000000 1854960000.000000 12.265484 0.459437 6.379698 7.319153 1.023913 1.023913 1.120686 11.883152 15.561745 17.853321 0.081530 0.136628 1.419954 0.756388 7.011531 1.307596 3.177835 1.922581 0.032349 0.396774 0.203178 0.000000 0.591859 -7.790850 -108.183007 -4.620915 0.003927 10.828442 0.049482 0.049827 -19.679255 171300000.000000 -1061700000.000000 -1577800000.000000 1.522957 404850000.000000 212950000.000000 294200000.000000 78.504108 56.564327 95.770124 4.649438 6.452830 3.811209 0.083479 -0.162766 309
ACEL 2020-12-31 9.630000 82785000.000000 797219550.000000 134451000.000000 662032000.000000 1324800550.000000 2020-12-31 3.821369 -0.156840 -0.044754 -0.355934 1.988041 1.544773 -1.218264 1.544773 8.162578 797219550.000000 1324800550.000000 -61.400150 2.520040 -215.173968 -27.055574 6.233927 6.233927 4.187742 70.102685 -357.570999 -44.960312 -0.016287 -0.036961 2.517055 0.771734 27.917293 2.901012 -1.800467 0.285351 None 0.000000 0.244727 0.000000 0.408285 0.143822 -12.280269 -1.691588 0.017506 2.334812 -0.048595 -0.039167 -3.204340 99594000.000000 -100854000.000000 -280373000.000000 5.176816 9124000.000000 21588500.000000 None 3.854773 40.922136 0.000000 94.687818 8.919378 None -0.101530 -0.311180 311
ACER 2020-12-31 3.650000 11121039.000000 40591792.350000 5761568.000000 156642.000000 34986866.350000 2020-12-31 0.000000 -2.057852 -1.531099 -1.532080 0.518078 0.739529 0.051890 0.739529 0.014085 40591792.350000 34986866.350000 -1.773694 None -2.383908 -2.382383 4.935572 4.935572 None -1.545642 -2.054737 -2.053423 -0.563795 -0.419748 0.000000 0.437217 0.247613 1.048081 None 0.744028 None 0.000000 None None 0.523295 1561.861585 0.000000 -6.495505 None 5.851618 -2.692778 -3.285109 -0.056450 295483.000000 577067.000000 51675.000000 0.019046 None 1116599.500000 None None None None None 0.000000 None -2.782651 -0.000980 312
ACET 2020-12-31 12.300000 5208887.000000 64069310.100000 84330000.000000 10284000.000000 -9976689.900000 2020-12-31 3.437011 -7.041427 -7.977136 -8.167196 18.163957 21.084543 16.999409 21.084543 2.000043 64069310.100000 -9976689.900000 -1.746805 3.578691 -1.541907 -1.506025 0.583366 0.583366 -0.557264 0.262787 0.240101 0.234514 -0.572474 -0.664000 0.000000 0.286073 1.950375 4.463544 -292.470149 1.132886 None 0.000000 1.271295 1.917779 0.138324 41.971717 -18.083838 -1.238384 0.293973 57.796788 -0.298357 -0.276698 10.108541 77857000.000000 88548000.000000 56328000.000000 0.093638 1833000.000000 1302000.000000 None 55.678657 None None 6.555474 0.000000 None -0.333962 -0.190060 313
ACGL 2020-12-31 31.410000 402850485.000000 12653533733.850000 18932000.000000 0.000000 12634601733.850000 2020-12-31 21.162380 3.638350 0.000000 0.000000 0.046995 32.532879 30.812978 32.532879 -0.356102 12653533733.850000 12634601733.850000 8.633035 1.484238 None None 0.965485 0.965485 1.482017 1.651561 None None 0.115834 0.000000 0.000000 0.090818 -0.002475 4.261688 -53.327146 0.000000 None 0.000000 0.000000 0.000000 0.048065 None None None 0.000000 51.606539 0.549334 0.106813 0.641018 1594623000.000000 12413023000.000000 774381000.000000 0.000000 5166856000.000000 None None 88.392913 None None 4.129290 None None 0.111836 0.000000 315
ACH 2020-12-31 7.650000 680906920.000000 5208937938.000000 9631152000.000000 86978137000.000000 82555922938.000000 2020-12-31 273.156650 1.088260 21.855184 14.454913 15.733760 79.793594 79.084445 79.793594 133.411524 5208937938.000000 82555922938.000000 46.043670 0.183439 2.292705 0.529232 0.627964 0.627964 0.443863 5.533981 5.547611 8.387741 0.021719 1.889531 0.943463 0.634833 5.184810 0.737757 1.686489 20.082680 0.012352 0.568709 0.022350 0.007710 0.088879 -2.953295 -36.911707 -1.667748 0.000000 44.201975 0.049249 0.004173 -137.045138 -16423534000.000000 53849146000.000000 -77526276000.000000 1.600864 None None 11329984000.000000 25.572722 21.093430 41.998365 14.273021 17.303966 8.690814 0.013638 -7.400271 316
ACHC 2020-12-31 50.680000 87875000.000000 4453505000.000000 378697000.000000 3122426000.000000 7197234000.000000 2020-12-31 23.782976 -7.648728 7.497092 5.032057 4.309496 21.615431 -3.121969 21.615431 37.331789 4453505000.000000 7197234000.000000 -6.625938 2.130936 6.759954 10.071428 2.344621 2.344621 3.443770 16.814278 10.924647 16.276265 -0.150922 0.099291 1.563052 0.707747 6.409938 1.928928 2.104848 -0.980175 None 0.000000 0.627951 0.000000 0.334463 -3.041373 -9.648127 -0.439748 0.010768 60.991291 0.064106 -0.155386 -45.473357 1215210000.000000 -274343000.000000 -2076511000.000000 1.643853 337643500.000000 107430000.000000 4805000.000000 51.884679 367.401508 20.295675 7.034832 0.993464 17.984127 -0.353855 -2.465036 317
ACHV 2020-12-31 12.200000 1744010.000000 21276922.000000 35853000.000000 57000.000000 -14519078.000000 2020-12-31 0.000000 -8.446052 -7.725873 -7.735621 20.557795 21.379465 19.717777 21.379465 0.032683 21276922.000000 -14519078.000000 -1.444462 None -1.579110 -1.577120 0.570641 0.570641 None 1.001661 1.077563 1.076205 -0.692299 -0.634067 0.000000 0.074743 2.469541 12.597956 None 0.914732 None 0.000000 None None 0.071914 792.588235 0.000000 -15.000000 None 63.740660 -0.394776 -0.393850 18.830741 34040000.000000 34388000.000000 33963000.000000 0.001529 None 595500.000000 None None None None None 0.000000 None -0.395054 -0.009748 320
ACIU 2020-12-31 5.980000 71103340.000000 425197973.200000 160893000.000000 0.000000 264304973.200000 2020-12-31 0.217022 -0.870859 -0.837049 -0.861043 3.176967 3.030491 3.030491 3.030491 0.002588 425197973.200000 264304973.200000 -6.454775 25.901503 -6.715495 -6.945069 1.854881 1.854881 17.128182 -4.457608 -4.440832 -4.317086 -0.154924 -0.143987 0.000000 0.097437 2.713524 16.533528 -332.934783 0.961176 None 0.000000 0.718424 3.855032 0.000000 34.886870 -9.045135 -1.152989 0.264921 7.705870 -0.272603 -0.259366 2.870062 217749000.000000 None 208505000.000000 0.000000 1659500.000000 1163000.000000 None 45.415074 None None 8.036979 0.000000 None -0.287366 -0.023993 324
ACIW 2020-12-31 38.389999 116397000.000000 4468480713.603001 165374000.000000 1155007000.000000 5458113713.603001 2020-12-31 11.119891 0.624243 2.889267 2.488629 1.420775 10.366221 -5.086626 10.366221 10.409521 4468480713.603001 5458113713.603001 61.498496 3.452372 13.287107 15.426161 3.703375 3.703375 4.216967 19.737515 16.229799 18.842588 0.016261 0.064825 0.928845 0.643746 3.578690 1.275296 2.555960 4.628434 None 0.000000 0.117798 0.107619 0.531065 -7.211674 -27.755495 -3.511762 0.022871 12.066416 0.058334 0.045749 -15.101530 249309000.000000 -592068000.000000 -1025392000.000000 0.957243 351038000.000000 39116500.000000 None 96.692195 24.172508 0.000000 3.774865 15.099799 None 0.060219 -0.400637 325
ACLS 2020-12-31 34.240002 33548000.000000 1148683587.096000 203479000.000000 399000.000000 945603587.096000 2020-12-31 14.145702 1.489865 2.077710 1.856117 6.065309 14.355610 14.355610 14.355610 0.167223 1148683587.096000 945603587.096000 22.981945 2.420523 16.479686 18.447118 2.385130 2.385130 1.992590 13.910026 13.566182 15.185784 0.043512 0.054209 0.000000 0.228973 -2.987349 5.576044 11.138169 1.394562 None 0.000000 0.084213 0.130295 0.000000 -9.376244 -63.836427 -1.336965 0.022094 21.936916 0.107445 0.080019 6.144740 386360000.000000 None 327769000.000000 0.000828 85309000.000000 24677000.000000 150720000.000000 66.810783 31.759084 213.035699 5.463190 11.492775 1.713328 0.103783 -0.221593 327
ACM 2020-09-30 44.840000 159000000.000000 7129560000.000001 1708332000.000000 2062010000.000000 7483238000.000001 2020-09-30 83.270289 -1.172138 2.073094 1.352396 12.186440 20.707912 -0.928157 20.707912 13.974365 7129560000.000001 7483238000.000001 -38.254869 0.538487 21.629503 33.155964 2.165356 2.165356 0.565200 9.867126 22.702483 34.800740 -0.026140 0.030160 0.619924 0.737399 0.466347 1.236421 3.258158 -1.768643 None 0.000000 0.014240 0.000000 0.273954 86.742632 3484.204211 62.467368 0.004096 23.369470 0.075418 -0.019747 -27.165525 1439912000.000000 -147577000.000000 -2055041000.000000 0.626264 5132347500.000000 2653431500.000000 None 122.344858 68.515886 0.000000 2.983370 5.327232 None -0.056603 0.023899 328
ACMR 2020-12-31 90.000000 18557085.000000 1670137650.000000 71766000.000000 45800000.000000 1644171650.000000 2020-12-31 8.440119 1.012012 -0.730018 -3.719981 5.389047 7.606259 10.668163 7.606259 2.520978 1670137650.000000 1644171650.000000 88.931717 10.663357 -123.284687 -24.193673 11.832360 11.832360 10.497572 72.921970 -121.367952 -23.817529 0.011245 -0.041333 0.127375 0.389991 -1.151639 2.532903 21.885947 -0.721353 0.000332 0.029553 0.077989 0.122069 0.029889 0.244156 -2.822817 -0.019014 0.035933 13.160420 0.090170 0.056727 3.277859 157748000.000000 197970000.000000 127569000.000000 0.324478 49907000.000000 24432500.000000 66717500.000000 154.087496 149.325998 371.769434 2.368784 2.444316 0.981791 0.133050 -2.989963 329
ACN 2020-08-31 225.990005 636299913.000000 143797420520.369568 8415330000.000000 61872000.000000 135443962520.369568 2020-08-31 69.663751 8.027408 12.910817 11.969230 13.373629 26.717803 13.767305 26.717803 0.149211 143797420520.369568 135443962520.369568 28.152301 3.244011 17.503927 18.880914 8.458405 8.458405 3.055561 16.344607 16.487091 17.784087 0.035521 0.052964 0.003179 0.528052 -1.008048 1.401748 196.959390 1.608342 0.014171 0.398942 0.063992 0.000000 0.235690 -13.711756 -73.985431 -2.959488 0.027022 69.467121 0.266778 0.180237 -8.148063 5087166000.000000 8760135000.000000 -1829664000.000000 0.003639 7970981500.000000 1498257500.000000 None 64.613284 16.233598 0.000000 5.648993 22.484233 None 0.300452 -0.941587 332
ACNB 2020-12-31 25.049999 8635680.000000 216323775.364320 399352000.000000 54495000.000000 -128533224.635680 2020-12-31 10.769505 2.130000 2.949391 2.828034 85.351704 29.872807 24.155481 29.872807 7.725738 216323775.364320 -128533224.635680 11.760562 2.326012 8.493277 8.857742 0.838555 0.838555 -1.382048 -5.363149 -5.046456 -5.263010 0.085030 0.112896 0.208337 0.899047 -14.389427 0.617175 1.857470 1.384691 0.040148 0.472165 0.393959 0.000000 0.019321 -24.303435 -88.742366 -3.483779 0.004602 37.837209 0.009020 0.007340 -180.682934 -14725000.000000 208599000.000000 -2273651000.000000 0.211244 None None None 0.000000 None None None None None 0.071302 -0.121357 333
ACOMO.AS 2020-12-31 20.400000 24650218.000000 502864447.200000 3507000.000000 277143000.000000 776500447.200000 2020-12-31 28.696055 1.096745 1.418608 1.201653 0.142271 11.693933 3.335508 11.693933 11.345620 502864447.200000 776500447.200000 18.600497 0.710899 14.380292 16.976620 1.744494 1.744494 1.097738 15.557639 22.205395 26.214525 0.053762 0.058905 0.473198 0.589075 5.482457 1.690218 15.758482 1.293471 0.053931 1.003144 0.077567 0.000000 0.294204 -6.538706 -132.267016 -1.880703 0.000000 16.987300 0.087415 0.054377 -11.302111 171533000.000000 82221000.000000 5093000.000000 0.961441 None 48938500.000000 203307000.000000 0.000000 33.494711 158.302723 None 10.897243 2.305709 0.093788 -0.216955 335
ACOR 2020-12-31 6.740000 8084000.000000 54486160.000000 71369000.000000 243420000.000000 226537160.000000 2020-12-31 18.922192 -12.319891 -7.546512 -8.089560 8.828427 29.435304 -15.960663 29.435304 33.893370 54486160.000000 226537160.000000 -0.547083 0.356196 -0.893128 -0.833173 0.228977 0.228977 1.480954 -4.035650 -3.713359 -3.464083 -1.827877 -1.200231 0.698342 0.623894 -3.065005 1.612618 -2.842186 0.612547 None 0.000000 0.997444 0.150438 0.580042 13.896583 -34.844419 -9.407289 0.052953 90.329365 -0.175398 -0.374838 -36.352394 84083000.000000 -129026000.000000 -173390000.000000 1.022967 21138000.000000 19859500.000000 26949000.000000 48.183236 140.301674 312.329693 7.575249 2.601537 1.168637 -0.418541 -0.543048 337
ACRL.L 2020-04-30 46.929501 189475977.000000 8892013052.097477 8147000.000000 9967000.000000 8893833052.097477 2020-04-30 0.711293 -0.008334 0.102541 0.065934 0.042998 0.237560 0.095711 0.237560 0.061111 8892013052.097477 8893833052.097477 -5631.420552 65.977704 457.667047 711.759630 197.547611 197.547611 65.991208 1467.629217 457.760721 711.905311 -0.000178 0.001405 0.221430 0.596395 0.300330 0.919958 -0.112283 -12.304623 None 0.000000 0.139568 0.000000 0.240995 -2.801182 -19.430940 -0.899798 0.017444 0.211053 -0.002615 -0.018654 -0.283305 -3386000.000000 18135000.000000 -27596000.000000 0.221430 None 14103000.000000 10267500.000000 0.000000 59.304393 32.508338 None 6.154687 11.227889 -0.035080 -0.036606 342
ACRS 2020-12-31 20.750000 43588095.000000 904452971.250000 22063000.000000 11256000.000000 893645971.250000 2020-12-31 0.148710 -1.170388 -0.886320 -0.896713 1.241876 0.863768 0.700352 0.863768 0.258236 904452971.250000 893645971.250000 -17.729158 139.533010 -23.411409 -23.140075 24.022655 24.022655 137.865778 -18.021416 -23.131674 -22.863582 -0.056404 -0.043215 0.282948 0.468100 0.217936 3.865335 None 0.757287 None 0.000000 3.167232 4.895248 0.100630 85.282561 -14.309051 -2.922737 1.728942 4.769302 -0.910606 -0.801354 0.494998 42619000.000000 30527000.000000 24359000.000000 0.298964 738000.000000 7585500.000000 None 43.471151 373.604130 0.000000 8.396373 0.976970 None -1.354980 -0.010393 343
ACRX 2020-12-31 2.200000 85257008.000000 187565417.600000 27274000.000000 21875000.000000 182166417.600000 2020-12-31 0.063526 -0.473615 -0.451634 -0.473392 0.503020 -0.653905 -0.653905 -0.653905 0.295342 187565417.600000 182166417.600000 -4.645123 34.631724 -4.871196 -4.647310 -3.364402 -3.364402 33.634863 -4.657796 -4.730981 -4.513539 -0.215280 -0.215178 -0.235695 1.840938 0.138047 2.655515 -12.394251 0.953590 None 0.000000 6.707903 0.741691 0.000000 20.757412 -2.919677 -0.998922 0.816839 2.639741 -0.841821 -0.609081 -0.913353 29195000.000000 None -75215000.000000 -0.392377 577500.000000 2228500.000000 2460500.000000 42.794498 165.617540 98.390252 8.529134 2.203873 3.709717 0.724287 -0.021758 344
ACSO.L 2020-12-31 420.000000 27725022.000000 11644509240.000000 56355000.000000 26699000.000000 11614853240.000000 2020-12-31 2.023227 -1.076789 -0.523498 -0.646348 2.032640 5.685009 1.014030 5.685009 1.053813 11644509240.000000 11614853240.000000 -390.048544 207.589212 -802.294973 -649.805203 73.878511 73.878511 207.060528 -885.548432 -800.251705 -648.150292 -0.002564 -0.001539 0.169392 0.297701 2.261055 2.897562 -12.054805 0.486166 None 0.000000 1.307430 0.000000 0.577031 4.261304 -16.469172 -5.061069 0.024922 11.736055 -0.154090 -0.314494 -0.342452 52071000.000000 28114000.000000 12699000.000000 0.169392 None 18764000.000000 1465500.000000 0.000000 482.471584 53.654360 None 0.756521 6.802802 -0.189409 -0.122849 347
ACST 2020-03-31 0.610000 90691730.000000 55321955.300000 0.000000 0.000000 55321955.300000 2020-03-31 0.000000 0.000000 -0.017433 -0.017433 0.000055 0.000000 0.000055 0.000000 0.000000 55321955.300000 55321955.300000 None None -34.991749 -34.991749 None None None None -34.991749 -34.991749 0.000000 -0.028578 None 0.000000 None None None None None None None None 0.642857 None None None None 0.000000 None 0.000000 0.000055 None None None None None None None None None None None None None None 0.000000 348
ACT.L 2020-09-30 97.500000 45334606.000000 4420124085.000000 2754274.000000 0.000000 4417369811.000000 2020-09-30 0.043255 -0.103265 -0.085058 -0.110387 0.060754 0.114631 0.071115 0.114631 0.000687 4420124085.000000 4417369811.000000 -944.170760 2254.092356 -1146.277823 -883.257619 850.552023 850.552023 2252.687782 -1302.528324 -1145.563552 -882.707243 -0.001059 -0.001132 0.000000 0.207171 0.812139 5.921114 -146.202665 0.823684 None 0.000000 1.071036 0.999633 0.300971 3.358136 -1.707719 -1.011403 -0.089163 0.516084 -0.768653 -1.021726 0.030800 3108643.000000 3223990.000000 2382387.000000 0.000000 None 348020.500000 None 0.000000 201.564905 0.000000 None 1.810831 None -0.900846 -0.025329 350
ACTG 2020-12-31 5.600000 48840829.000000 273508642.400000 165546000.000000 115663000.000000 223625642.400000 2020-12-31 0.609777 2.322729 -0.401713 -0.405788 9.240855 5.987020 5.866833 5.987020 2.489434 273508642.400000 223625642.400000 2.410957 9.183690 -13.940298 -13.800325 0.935357 0.935357 7.508752 -15.194024 -11.397841 -11.283397 0.414773 -0.072462 0.000000 0.411365 3.389251 3.666749 -3.295290 -0.172949 0.005053 0.012182 0.821839 0.000000 0.032806 98.592965 -149.658291 -24.120603 0.055806 17.688697 -0.049956 0.227521 4.906622 332853000.000000 286541000.000000 245602000.000000 0.395549 508500.000000 1392000.000000 None 6.201397 14.982879 0.000000 58.857708 24.361138 None 0.387961 -0.004074 352
ACU 2020-12-31 31.360001 3346597.000000 104949285.266597 4167376.000000 39640075.000000 140421984.266597 2020-12-31 49.005913 2.420000 1.709508 0.941811 1.245258 18.740363 11.711954 18.740363 12.127077 104949285.266597 140421984.266597 12.958676 0.639923 18.344455 33.297551 1.673393 1.673393 0.856216 10.145935 24.544852 44.552072 0.077168 0.030032 0.618134 0.517074 2.563015 9.748771 12.085039 0.706408 None 0.000000 0.293788 0.000000 0.181117 -2.226800 -63.834929 -0.944878 0.007677 31.943903 0.094099 0.076155 -5.155011 75101656.000000 39195191.000000 16534615.000000 0.632052 26329148.000000 7146907.500000 44982651.000000 60.476332 26.572688 177.256284 6.035419 13.735908 2.059165 0.129133 -0.767697 353
ACX.DE 2020-12-31 38.150002 7017999.000000 267736675.885998 51807043.250000 0.000000 215929632.635998 2020-12-31 14.332417 3.319185 2.585922 2.585922 8.094479 7.251726 6.931005 7.251726 0.013537 267736675.885998 215929632.635998 11.493786 2.661798 14.752958 14.752958 5.260817 5.260817 2.146740 6.821524 11.898261 11.898261 0.087004 0.067783 0.000000 0.465052 -1.636658 2.066461 321.759600 0.779083 0.052425 0.602558 0.016653 0.000000 0.023659 None None None 0.000000 23.271677 0.580437 0.250784 1.790262 45296071.490000 48641784.120000 43526354.250000 0.000000 None 4086462.585000 None 0.000000 None None None 0.000000 None 0.457710 0.000000 357
ACY 2019-12-31 11.480000 0.000000 0.000000 2408700.000000 102630100.000000 100221400.000000 2019-12-31 27.983600 -10.776035 5.284808 5.284808 1.520295 15.045501 15.045501 15.045501 79.528153 6956478.000000 116244678.000000 -0.417593 0.160808 0.851497 0.851497 0.299093 0.299093 2.687154 3.293013 14.228757 14.228757 -2.394674 1.174402 1.301123 0.844524 3.095948 0.459629 2.097948 -0.490422 None 0.000000 0.161674 0.000000 0.000000 None None None 0.000000 60.398213 0.361125 -0.111357 -75.782950 -45354400.000000 None -87759700.000000 4.799876 9113800.000000 736000.000000 None 76.897437 315.749882 0.000000 4.746582 1.155978 None -0.716230 0.000000 359
AD.AS 2020-12-31 23.590000 1067000000.000000 25170530000.000000 2910000000.000000 4967000000.000000 27227530000.000000 2020-12-31 70.043112 1.309278 5.944705 5.944705 3.061856 11.650422 0.811621 11.650422 5.134021 25170530000.000000 27227530000.000000 18.017559 0.336793 3.968237 3.968237 2.024819 2.024819 0.364316 5.356587 4.292532 4.292532 0.055501 0.252001 0.310675 0.694510 0.404682 0.696847 4.287671 4.540444 0.040762 0.734431 0.055101 0.000000 0.284208 None None None 0.000789 18.525847 0.078587 0.047962 -21.903936 -3884000000.000000 866000000.000000 -19333000000.000000 0.399566 None 6553000000.000000 3296000000.000000 0.000000 45.884132 21.912290 None 7.954820 16.657319 0.112380 0.000000 360
ADA.L 2020-03-31 5.000000 82903226.000000 414516130.000000 904000.000000 0.000000 413612130.000000 2020-03-31 -0.001821 -0.003655 -0.000760 -0.000760 0.010904 0.024884 0.024884 0.024884 0.000000 414516130.000000 413612130.000000 -1368.040033 -2745.139934 -6579.621111 -6579.621111 200.928808 200.928808 -2739.153179 None -6565.271905 -6565.271905 -0.000731 -0.000152 0.000000 0.013391 None None None 0.207921 None 0.000000 -1.006623 0.000000 0.000000 None None None 0.000000 0.045237 None -0.144907 0.010567 None None None 0.000000 None 12500.000000 None 0.000000 None None None 0.000000 None -0.146873 0.000000 361
ADAP 2020-12-31 5.460000 154779360.000000 845095305.600000 56882000.000000 22474917.955033 810688223.555033 2020-12-31 0.025572 -0.840500 -0.346241 -0.365016 2.378980 2.204603 2.193426 2.204603 0.145206 845095305.600000 810688223.555033 -6.496136 213.515742 -15.769351 -14.958233 2.476637 2.476637 204.822694 -6.443699 -15.127320 -14.349226 -0.153938 -0.066853 0.061361 0.243637 0.273482 10.189952 None 0.411947 None 0.000000 11.872410 23.134917 0.003835 18.441500 -1.362010 -2.613214 2.631127 6.456917 -0.323744 -0.289472 1.775999 359079000.000000 339497000.000000 288237000.000000 0.065865 20697500.000000 6373000.000000 None 1911.131885 None None 0.190986 0.000000 0.000000 -0.381248 -0.018775 363
ADBE 2020-11-27 499.859985 481000000.000000 240432652785.000000 4478000000.000000 4117000000.000000 240071652785.000000 2020-11-27 26.752599 10.935551 11.906445 11.035343 12.457380 27.575884 2.417879 27.575884 8.800416 240432652785.000000 240071652785.000000 45.709630 18.684539 41.982304 45.296280 18.126708 18.126708 18.656485 54.574142 41.919269 45.228269 0.021877 0.022077 0.310389 0.453797 -0.082064 1.477866 36.525862 1.088783 None 0.000000 0.075225 0.170034 0.498312 -13.668258 -30.711217 -1.806683 0.070640 82.371374 0.225709 0.431749 -8.273389 2634000000.000000 1163000000.000000 -2874000000.000000 0.310389 1498354500.000000 257749500.000000 None 39.654181 64.860627 0.000000 9.204578 5.627451 None 0.396562 -0.871102 364
ADC 2020-12-31 63.200001 55397190.000000 3501102463.397190 6137000.000000 1274742898.000000 4769708361.397190 2020-12-31 4.487015 1.649560 2.580564 2.580564 0.110782 45.570669 37.053450 45.570669 23.010967 3501102463.397190 4769708361.397190 38.313243 14.085089 24.490770 24.490770 1.386857 1.386857 19.188747 24.332391 33.364870 33.364870 0.026101 0.040832 0.482593 0.349941 6.471720 0.443310 None 1.564395 0.033164 1.270636 0.083651 0.000000 0.121866 None None None 0.018916 41.126149 0.034195 0.026778 -23.926141 -58973000.000000 2052657000.000000 -1312972000.000000 0.504951 32308000.000000 60188500.000000 None 55.517685 820.652242 0.000000 6.574482 0.444768 None 0.036198 0.000000 365
