# ticker date stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue date revenuePerShare netIncomePerShare operatingCashFlowPerShare freeCashFlowPerShare cashPerShare bookValuePerShare tangibleBookValuePerShare shareholdersEquityPerShare interestDebtPerShare marketCap enterpriseValue peRatio priceToSalesRatio pocfratio pfcfRatio pbRatio ptbRatio evToSales enterpriseValueOverEBITDA evToOperatingCashFlow evToFreeCashFlow earningsYield freeCashFlowYield debtToEquity debtToAssets netDebtToEBITDA currentRatio interestCoverage incomeQuality dividendYield payoutRatio salesGeneralAndAdministrativeToRevenue researchAndDdevelopementToRevenue intangiblesToTotalAssets capexToOperatingCashFlow capexToRevenue capexToDepreciation stockBasedCompensationToRevenue grahamNumber roic returnOnTangibleAssets grahamNetNet workingCapital tangibleAssetValue netCurrentAssetValue investedCapital averageReceivables averagePayables averageInventory daysSalesOutstanding daysPayablesOutstanding daysOfInventoryOnHand receivablesTurnover payablesTurnover inventoryTurnover roe capexPerShare tag_id
AAP 2021-01-02 150.970001 68748000.000000 10378885628.747999 834992000.000000 1032984000.000000 10576877628.747999 2021-01-02 147.005309 7.171423 14.104963 10.212835 12.145692 51.776226 164.328460 51.776226 15.707657 10378885628.747999 10576877628.747999 21.051610 1.026970 10.703325 14.782379 2.915817 2.915817 1.046561 10.577005 10.907506 15.064374 0.047502 0.067648 0.290204 -0.378923 0.197994 1.321693 15.994263 1.966829 0.005429 0.114289 0.369245 0.000000 0.178023 -3.623972 -37.769908 -0.934617 0.004479 91.402722 0.160807 0.063759 97.002698 1526086000.000000 11297253000.000000 9834651000.000000 0.290204 None 3531313000.000000 4485183500.000000 0.000000 236.249326 294.494031 None 1.544978 1.239414 0.138508 -3.892128 246
AAPL 2020-09-26 115.050003 17352119000.000000 1996361343006.357178 38016000000.000000 112436000000.000000 2070781343006.357178 2020-09-26 15.820258 3.308587 4.649230 4.228014 5.241031 3.765477 3.765477 3.765477 6.645240 1996361343006.357178 2070781343006.357178 34.773150 7.272322 24.746031 27.211359 30.553901 30.553901 7.543418 26.773652 25.668510 28.225739 0.028758 0.036749 1.510078 0.798267 0.962195 1.363604 23.072746 1.405201 0.007053 0.245267 0.072550 0.068310 0.000000 -11.037625 -37.558490 -1.512656 0.024877 16.742586 0.303383 0.177256 -7.923629 38321000000.000000 None -114836000000.000000 1.720810 41624500000.000000 44266000000.000000 4083500000.000000 49.787534 91.048190 8.741883 7.331152 4.008866 41.753016 0.878664 -0.421217 250
AAS.L 2020-07-31 1000.000000 34498372.000000 34498372000.000000 10919000.000000 0.000000 34487453000.000000 2020-07-31 -1.698863 -1.750401 0.205430 0.205430 0.316508 10.405013 10.405013 10.405013 0.041886 34498372000.000000 34487453000.000000 -571.297519 -588.629061 4867.838578 4867.838578 96.107523 96.107523 -588.442755 None 4866.297869 4866.297869 -0.001750 0.000205 0.000000 0.117886 None None 0.000000 -0.117362 0.000185 -0.105438 -0.014008 0.000000 0.000000 None None None 0.000000 20.243304 None -0.148395 -1.060260 None None None 0.000000 1627500.000000 None None -3.942209 None None -92.587678 None None -0.168227 0.000000 252
AATG.L 2020-12-31 64.000000 109562226.000000 7011982464.000000 11451000.000000 0.000000 7000531464.000000 2020-12-31 0.000329 -0.002839 0.000000 -0.015781 0.104516 0.712180 0.712180 0.712180 0.000000 7011982464.000000 7000531464.000000 -22546.567408 194777.290667 None -4055.513282 89.864952 89.864952 194459.207333 None None -4048.890378 -0.000044 -0.000247 0.000000 0.007795 None None None 0.000000 0.001734 -39.093248 9.638889 0.000000 0.000000 None None None 0.000000 0.213273 None -0.003955 0.098928 None None None 0.000000 37000.000000 24000.000000 None 10.138889 None None 36.000000 0.000000 None -0.003986 0.000000 253
AAU.L 2019-12-31 2.700000 1059677953.000000 2861130473.100000 453000.000000 0.000000 2860677473.100000 2019-12-31 0.000000 0.006543 -0.000004 -0.000502 0.000427 0.023863 0.023686 0.023863 0.000000 2861130473.100000 2860677473.100000 412.623374 None -715282.618275 -5378.064799 113.146299 113.146299 None -2426.359180 -715169.368275 -5377.213295 0.002424 -0.000186 0.000000 0.143655 0.384224 15.808176 None -0.000577 None 0.000000 None None 0.006333 0.007576 0.000000 -0.037879 None 0.059273 -0.041046 0.236317 -0.003576 4709000.000000 25100000.000000 785000.000000 0.000000 None 106500.000000 None None None None None 0.000000 None 0.274212 -0.000498 254
AAWW 2020-12-31 51.820000 26408000.000000 1368462560.000000 845589000.000000 2319141000.000000 2842014560.000000 2020-12-31 121.596334 13.643063 38.228643 28.261739 32.020183 85.638405 82.956415 85.638405 92.125530 1368462560.000000 2842014560.000000 3.798267 0.426164 1.355528 1.833574 0.605102 0.605102 0.885055 3.404972 2.815152 3.807956 0.263278 0.545383 0.893396 0.624902 1.765439 1.061485 4.454885 2.802057 None 0.000000 0.048205 0.000000 0.011747 -3.835558 -12.200011 -1.246556 0.006850 162.136757 0.103762 0.060467 -103.109635 70535000.000000 2190713000.000000 -2549928000.000000 1.025470 277820000.000000 93643500.000000 None 30.181147 16.832039 0.000000 12.093642 21.684835 None 0.159310 -9.966904 256
AAZ.L 2020-12-31 157.000000 114392024.000000 17959547768.000000 38848000.000000 0.000000 17920699768.000000 2020-12-31 0.892143 0.202995 0.433055 0.295431 0.341221 1.066176 1.065310 1.066176 0.004930 17959547768.000000 17920699768.000000 773.418361 175.980831 362.540833 531.426180 147.255274 147.255274 175.600170 335.631340 361.756627 530.276661 0.001293 0.001882 0.000000 0.321582 -0.727572 4.466496 64.822695 2.133328 0.000574 0.444038 0.049317 0.000000 0.000551 -3.146668 -6.482500 -1.069872 0.000000 2.206725 0.228181 0.129239 0.017042 67770000.000000 121863000.000000 29508000.000000 0.000000 None 2956500.000000 42669000.000000 0.000000 20.384335 250.838044 None 17.905907 1.455122 0.190395 -0.137623 257
AB 2020-12-31 35.349998 95944280.000000 3391630106.111440 1037.400000 675.000000 3391629743.711440 2020-12-31 3.214407 2.911898 2.814279 2.814279 0.000011 16.719673 16.719641 16.719673 0.000007 3391630106.111440 3391629743.711440 12.139846 10.997361 12.560942 12.560942 2.114276 2.114276 10.997360 3737.596639 12.560940 12.560940 0.082373 0.079612 0.000000 0.001168 -0.000399 2.009355 None 0.966476 0.079867 0.969579 0.001574 0.000000 0.000002 None None None 0.348134 33.097353 0.000565 0.173957 -0.019542 880.821000 1604153872.726000 -1874246.522000 0.000000 None None None 0.000000 None None None 0.000000 None 0.174160 0.000000 258
ABB 2019-12-31 29.510000 0.000000 0.000000 3278000000.000000 6121000000.000000 2843000000.000000 2019-12-31 13.116737 0.674637 1.090014 0.732771 1.926864 6.341303 0.423347 6.341303 4.347867 50338800000.000000 55853800000.000000 34.981793 1.799228 21.651097 32.206526 3.721632 3.721632 1.996347 17.335133 24.023140 35.734997 0.028586 0.031050 0.500665 0.696799 1.711670 1.305536 10.516279 1.615705 0.033275 1.164003 0.073772 0.042819 0.283617 -3.051181 -36.716535 -1.261155 0.001644 9.811050 0.087493 0.043565 -9.531997 6192000000.000000 903000000.000000 -5670000000.000000 0.669747 7459000000.000000 4353000000.000000 4184000000.000000 97.309851 83.307729 80.073406 3.750905 4.381346 4.558317 0.106388 -0.357243 259
ABBN.SW 2020-12-31 26.340000 2133000000.000000 56183220000.000000 3278000000.000000 6936000000.000000 59841220000.000000 2020-12-31 12.252227 2.412564 0.793718 0.468354 2.525082 7.353493 1.439756 7.353493 3.364276 56183220000.000000 59841220000.000000 10.917843 2.149813 33.185600 56.239459 3.581971 3.581971 2.289784 20.479541 35.346261 59.901121 0.091593 0.017781 0.307810 0.610616 1.251882 1.247146 8.362500 0.328993 0.030899 0.337349 0.069182 0.043124 0.314642 -2.439481 -37.657061 -1.318444 0.001684 19.979175 0.078179 0.182741 -5.445265 3810000000.000000 3071000000.000000 -5863000000.000000 0.442206 7632000000.000000 4462000000.000000 4326500000.000000 109.008380 91.389954 89.350624 3.348366 3.993874 4.085030 0.328084 -0.325363 261
ABBV 2020-12-31 102.480003 1667000000.000000 170834165001.000000 8449000000.000000 86056000000.000000 248441165001.000000 2020-12-31 27.476905 2.769046 10.550690 10.071986 5.086383 7.844031 -61.729454 7.844031 53.095381 170834165001.000000 248441165001.000000 37.009135 3.729678 9.713109 10.174757 13.064711 13.064711 5.424006 13.053865 14.125606 14.796972 0.027020 0.098282 5.931019 0.913014 4.077711 0.843411 5.118582 3.810225 0.045167 1.671577 0.246682 0.143153 0.770431 -22.040100 -57.398496 -8.109023 0.016440 22.106807 0.103040 0.133545 -72.416017 -4488000000.000000 -102903000000.000000 -113295000000.000000 6.581217 7125000000.000000 1864000000.000000 2561500000.000000 70.300192 53.989732 78.517580 5.192020 6.760545 4.648640 0.353013 -0.478704 262
ABC 2020-09-30 96.070000 204783000.000000 19673502810.000000 4597746000.000000 4119520000.000000 19195276810.000000 2020-09-30 927.293408 -16.645503 10.777457 8.972244 22.451795 -4.975628 -46.060767 -4.975628 20.890611 19673502810.000000 19195276810.000000 -5.771529 0.103603 8.913977 10.707467 -19.308116 -19.308116 0.101084 7.916665 8.697294 10.447188 -0.173264 0.093393 -3.551061 1.018964 -0.197234 0.976446 12.828535 -0.647470 0.017464 -0.100794 0.014572 0.000000 0.194079 -5.970185 -513.675252 -1.103701 0.000392 43.168173 0.195131 -0.095530 -114.614173 -797375000.000000 -9432462000.000000 -12058764000.000000 -4.043010 13360804000.000000 30045064500.000000 11824766000.000000 27.553151 62.654126 24.878374 13.247124 5.825634 14.671377 3.345408 -1.805213 263
ABC.L 2020-06-30 1286.000000 207600000.000000 266973600000.000000 187300000.000000 0.000000 266786300000.000000 2020-06-30 1.252408 0.060212 0.303468 0.131503 0.902216 2.421002 0.748555 2.421002 0.007225 266973600000.000000 266786300000.000000 21357.888000 1026.821538 4237.676190 9779.252747 531.185038 531.185038 1026.101154 13967.869110 4234.703175 9772.391941 0.000047 0.000102 0.000000 0.380577 -9.806283 1.746867 7.000000 5.040000 0.000094 2.000000 0.505385 0.147308 0.427902 -1.764706 -7.282913 -0.837535 0.035769 1.811049 0.016109 0.026928 -0.320689 119200000.000000 155400000.000000 -30000000.000000 0.000000 44750000.000000 8200000.000000 38350000.000000 64.717308 42.994987 186.159148 5.639913 8.489362 1.960688 0.024871 -0.171965 264
ABCB 2020-12-31 39.110001 69252307.000000 2708457796.022307 2097555000.000000 549500000.000000 1160402796.022307 2020-12-31 15.582831 3.783094 11.528800 11.267206 44.481320 38.223824 23.784175 38.223824 9.216299 2708457796.022307 1160402796.022307 10.338099 2.509814 3.392374 3.471136 1.023184 1.023184 1.075296 21.055738 1.453418 1.487162 0.096730 0.288090 0.207587 0.870486 -28.089764 6.104010 0.000000 3.047453 0.015391 0.159110 0.389542 0.000000 0.048926 -44.071318 -59.568724 -3.042117 0.003531 57.040313 0.000000 0.013478 -212.427811 170035000.000000 1647109000.000000 -17588201000.000000 0.207587 None None None 0.000000 None None None None None 0.098972 -0.261594 265
ABCP 2020-12-31 0.350000 40738000.000000 14258300.000000 7925000.000000 0.000000 6333300.000000 2020-12-31 0.000000 -0.137562 0.124552 0.124552 0.194536 0.186730 0.186730 0.186730 0.000000 14258300.000000 6333300.000000 -2.544308 None 2.810071 2.810071 1.874366 1.874366 None -1.122926 1.248187 1.248187 -0.393034 0.355863 0.000000 0.047935 1.405142 20.691906 None -0.905425 None 0.000000 None None 0.000000 None None None None 0.760234 -0.741422 -0.701377 0.185134 7542000.000000 None 7542000.000000 0.000000 None None None None 7766.388889 0.000000 None 0.046997 None -0.736690 0.000000 268
ABD.L 2020-04-30 224.000000 112843126.000000 25276860224.000000 3647000.000000 0.000000 25273213224.000000 2020-04-30 -0.141488 -0.152353 0.036599 0.036599 0.032319 2.563603 2.563603 2.563603 0.008153 25276860224.000000 25273213224.000000 -1470.268743 -1583.167996 6120.305139 6120.305139 87.377017 87.377017 -1582.939573 None 6119.422088 6119.422088 -0.000680 0.000163 0.000000 0.106469 None None 0.000000 -0.240228 0.000190 -0.278909 -0.038645 0.000000 0.000000 None None None 0.000000 2.964438 None -0.053102 -0.268743 None None None 0.000000 449000.000000 None None -15.156896 None None -24.081448 None None -0.059429 0.000000 270
ABDP.L 2020-08-31 1855.000000 20201000.000000 37472855000.000000 31183000.000000 0.000000 37441672000.000000 2020-08-31 3.045097 0.225335 0.242513 -0.161527 1.543636 5.086580 3.358596 5.086580 0.029404 37472855000.000000 37441672000.000000 8232.173770 609.176041 7649.082466 -11484.172541 364.685122 364.685122 608.669116 3388.386606 7642.717289 -11474.615998 0.000121 -0.000087 0.000000 0.135795 -2.821991 4.417965 9.109428 1.076230 0.000017 0.137522 0.475160 0.000000 0.293583 -0.600221 -7.536633 -0.690885 0.020841 5.078306 0.051264 0.054195 0.971586 45623000.000000 67847000.000000 42825000.000000 0.000000 None 7683000.000000 10164500.000000 0.000000 176.424273 130.927634 None 2.068876 2.787800 0.044300 -0.404039 271
ABEA.DE 2020-12-31 1501.599976 680816000.000000 1022313289260.416016 26465000000.000000 124161000000.000000 1120009289260.416016 2020-12-31 268.100338 59.148140 95.655801 62.928897 200.779653 326.878334 293.653498 326.878334 182.569152 1022313289260.416016 1120009289260.416016 25.387104 5.600888 15.697950 23.861851 4.593758 4.593758 6.136129 20.393097 17.198103 26.142177 0.039390 0.041908 0.062603 0.303714 1.778846 3.066756 305.362963 1.617224 None 0.000000 0.060550 0.151063 0.070772 -2.922849 -8.192047 -0.614739 0.071173 659.560856 0.156875 0.135588 93.305680 117462000000.000000 199924000000.000000 77224000000.000000 0.557917 29438000000.000000 5575000000.000000 863500000.000000 62.758715 24.075733 3.136005 5.815925 15.160494 116.390110 0.180948 -32.726904 273
ABEO 2020-12-31 1.910000 92663574.000000 176987426.340000 12596000.000000 1758000.000000 166149426.340000 2020-12-31 0.107917 -0.909030 -0.377915 -0.392333 1.025581 1.106702 0.740151 1.106702 0.063380 176987426.340000 166149426.340000 -2.101140 17.698743 -5.054040 -4.868310 1.725848 1.725848 16.614943 -3.783174 -4.744551 -4.570195 -0.475932 -0.205410 0.013925 0.321744 0.246778 2.329464 -11.787120 0.415735 None 0.000000 2.377900 3.013900 0.224646 26.211826 -7.485030 -3.432635 0.818700 4.757687 -0.444017 -0.718524 0.500596 55783000.000000 68585000.000000 49095000.000000 0.017143 None 4229000.000000 None 0.000000 None None None 0.000000 None -0.821386 -0.014418 275
ABEV 2020-12-31 2.790000 15727500000.000000 43879725000.000000 17090300000.000000 4792300000.000000 31581725000.000000 2020-12-31 3.711906 0.723535 1.198906 0.900531 1.194742 4.693410 1.751518 4.693410 0.418306 43879725000.000000 31581725000.000000 21.786777 4.246740 13.148233 3.098172 3.358646 3.358646 0.540977 1.641206 1.674908 2.229860 0.045899 0.322771 0.027819 0.399735 -0.639090 1.055697 7.878428 1.657012 0.027631 0.601991 0.050506 0.000000 0.380235 -4.018113 -12.440386 -1.101157 0.003575 8.741085 0.153465 0.146656 -1.383538 1864600000.000000 27547000000.000000 -14703100000.000000 0.064923 None None 6791950000.000000 47.455815 260.798859 102.569395 7.691365 1.399546 3.558566 0.154160 -0.298375 277
ABF.L 2020-09-12 1873.000000 789090910.000000 1477967274430.000000 1996000000.000000 383000000.000000 1476354274430.000000 2020-09-12 17.662097 0.576613 0.000000 0.000000 2.529493 11.855415 21.124309 11.855415 0.328226 1477967274430.000000 1476354274430.000000 3248.279724 106.046299 None None 157.986881 157.986881 105.930564 None None None 0.000308 0.000000 0.772849 0.433739 None 1.824611 -5.532258 0.000000 None 0.000000 0.000000 0.000000 0.000000 0.000000 -24.843137 -1.632799 0.000000 12.402002 0.050755 0.027296 -4.019182 2600000000.000000 None -1477000000.000000 None 1247000000.000000 1031000000.000000 2346000000.000000 32.108058 30.720833 75.095370 11.367863 11.881188 4.860486 0.048637 -0.710945 278
ABG 2020-12-31 142.610001 19169811.000000 2733806765.879811 1400000.000000 1839100000.000000 4571506765.879811 2020-12-31 372.032880 13.270866 34.037894 31.492225 0.073031 47.235729 -4.272343 47.235729 99.818407 2733806765.879811 4571506765.879811 10.746096 0.383326 4.189742 4.528419 3.019113 3.019113 0.641003 10.574848 7.006141 7.572481 0.093057 0.220828 1.286803 0.753693 4.250983 1.149011 5.293011 2.564858 None 0.000000 0.089038 0.000000 0.268585 -13.370902 -146.143443 -1.235656 0.001767 118.761646 0.160545 0.094611 -108.438732 182300000.000000 -81900000.000000 -1365100000.000000 2.031033 342700000.000000 89650000.000000 930100000.000000 17.267871 6.029382 54.066752 21.137522 60.536885 6.750914 0.280950 -2.545669 279
ABIO 2020-12-31 4.200000 6044315.000000 25386123.000000 49071000.000000 3659000.000000 -20025877.000000 2020-12-31 0.000000 -1.611101 -1.278060 -1.281204 8.118538 7.696654 7.696654 7.696654 0.606851 25386123.000000 -20025877.000000 -2.606913 None -3.286230 -3.278167 0.545692 0.545692 None 2.076296 2.592347 2.585986 -0.383595 -0.305049 0.000000 0.077495 4.708346 14.280652 -1085.111111 0.793284 None 0.000000 None None 0.000000 406.578947 0.000000 -4.894737 None 16.703350 -0.208097 -0.193103 7.471980 46469000.000000 None 46060000.000000 0.078653 None 1095500.000000 None None None None None 0.000000 None -0.209325 -0.003143 282
ABM 2020-10-31 38.500000 66900000.000000 2575650000.000000 394200000.000000 719700000.000000 2901150000.000000 2020-10-31 89.500747 0.004484 6.838565 6.270553 6.056801 22.427504 -6.137519 22.427504 11.424514 2575650000.000000 2901150000.000000 8585.500000 0.430164 5.629836 6.139809 1.716642 1.716642 0.484526 8.940370 6.341311 6.915733 0.000116 0.162872 0.401893 0.602743 1.003082 1.461040 6.190583 1525.000000 0.019141 164.333333 0.084525 0.000000 0.505971 -12.039474 -157.568421 -2.536842 0.003390 1.504282 0.098961 0.000161 -17.810164 455000000.000000 -410600000.000000 -834600000.000000 0.479672 996100000.000000 277000000.000000 None 55.253524 16.698108 0.000000 6.605914 21.858763 None 0.000200 -0.568012 284
ABMD 2020-03-31 191.250000 45179000.000000 8640483750.000000 192341000.000000 0.000000 8448142750.000000 2020-03-31 18.612253 4.493437 6.970495 5.996459 9.808008 23.583213 22.545519 23.583213 0.000000 8640483750.000000 8448142750.000000 42.562072 10.275489 27.437075 31.893825 8.109582 8.109582 10.046752 31.330147 26.826314 31.183854 0.023495 0.031354 0.000000 0.124127 -0.713301 4.821344 None 1.551261 None 0.000000 0.406240 0.117447 0.038540 -7.156297 -19.108372 -0.464255 0.047309 48.829479 0.229785 0.173574 8.868091 503978000.000000 1018584000.000000 484867000.000000 0.000000 87729500.000000 32479500.000000 85515000.000000 36.743816 79.062225 217.323420 9.933644 4.616617 1.679524 0.190535 -0.974037 285
ABN.AS 2020-12-31 8.610000 940000000.000000 8093399999.999999 62149000000.000000 0.000000 -54055600000.000000 2020-12-31 8.377660 -0.047872 48.203191 47.963830 66.115957 22.329787 22.193617 22.329787 3.961702 8093399999.999999 -54055600000.000000 -179.853333 1.027733 0.178619 0.179510 0.385584 0.385584 -6.864203 None -1.192991 -1.198944 -0.005560 5.570712 0.000000 0.946944 None None 0.000000 -1006.911111 None 0.000000 0.177524 0.000000 0.000324 -201.382222 -35.000000 -1.328889 0.000000 4.904287 None -0.000114 -330.142287 None 20862000000.000000 None 0.000000 2601000000.000000 None None 132.883175 None None 2.746774 None None -0.002144 -0.239362 287
ABNB 2020-12-31 183.630005 345755000.000000 63490992378.775002 5480557000.000000 1842317000.000000 59852752378.775002 2020-12-31 9.770499 -13.260014 -1.821324 -1.929410 18.484930 8.392599 6.276398 8.392599 5.824948 63490992378.775002 59852752378.775002 -13.848402 18.794332 -100.822242 -95.174197 21.879993 21.879993 17.717355 -18.066487 -95.044801 -89.720407 -0.072210 -0.010507 0.625671 0.723416 1.098199 1.734780 -20.029309 0.137355 None 0.000000 0.335934 0.814893 0.069741 16.850820 -90.396270 -3.368280 0.888624 50.039329 -0.642558 -0.469755 1.265456 3776607000.000000 2170096000.000000 1326670000.000000 0.634891 2663393000.000000 115657500.000000 None 235.683299 33.289237 0.000000 1.548688 10.964505 None -1.579965 -0.108085 288
ABQQ 2020-08-31 0.017600 7186259.000000 126478.158400 2455061.000000 487170.000000 -1841412.841600 2020-08-31 0.062389 -0.211942 -0.175804 -0.175804 0.341633 0.550509 0.526157 0.550509 0.103348 126478.158400 -1841412.841600 -0.083042 0.282101 -0.100112 -0.100112 0.031970 0.031970 -4.107152 1.530493 1.457540 1.457540 -12.042166 -9.988839 0.012196 0.199612 1.635616 2.961619 -5.359149 0.829489 None 0.000000 3.415450 0.242671 0.035406 None None None 0.000000 1.620250 -0.341960 -0.319455 0.237008 1840732.000000 3781097.000000 1792482.000000 0.123144 1359540.500000 None None 254.833163 750.194761 0.000000 1.432310 0.486540 None -0.384993 0.000000 290
ABR 2020-12-31 14.260000 113766446.000000 1622309519.960000 339528000.000000 3592146000.000000 4874927519.960000 2020-12-31 3.816002 1.502631 0.484897 0.484897 2.984430 11.816938 8.765854 11.816938 33.062139 1622309519.960000 4874927519.960000 9.490021 3.736895 29.408312 29.408312 1.206742 1.206742 11.229111 419.673512 88.369936 88.369936 0.105374 0.034004 2.671990 0.806463 280.011880 None 0.023497 0.322699 0.092069 0.873740 0.332571 0.000000 0.063363 None None None 0.020837 19.988027 None 0.023824 -51.240383 None 997260000.000000 -5838773000.000000 2.671990 11550000.000000 None None 10.466574 None None 34.872922 None None 0.127159 0.000000 291
ABT 2020-12-31 123.589996 1771230274.000000 218906342478.738892 6838000000.000000 18747000000.000000 230815342478.738892 2020-12-31 19.538961 2.537784 4.460741 3.231652 4.035613 18.509169 -3.119301 18.509169 10.892429 218906342478.738892 230815342478.738892 48.699965 6.325310 27.706156 38.243596 6.677231 6.677231 6.669422 30.820583 29.213434 40.324134 0.020534 0.026148 0.565123 0.545087 1.590199 1.716721 9.811355 1.757731 0.011694 0.569522 0.280166 0.069926 0.531069 -3.629306 -15.897106 -1.528250 0.015777 32.509632 0.088340 0.132128 -14.159932 8534000000.000000 -5525000000.000000 -19104000000.000000 0.571834 5919500000.000000 3599000000.000000 4664000000.000000 67.646498 96.000133 121.934280 5.395697 3.802078 2.993416 0.137110 -1.229089 292
ABTX 2020-12-31 35.180000 20418834.000000 718334580.120000 422766000.000000 348837000.000000 644405580.120000 2020-12-31 10.325712 2.230000 2.990523 2.638789 58.556527 37.155354 25.323336 37.155354 18.997951 718334580.120000 644405580.120000 15.775785 3.407029 11.763827 13.331872 0.946835 0.946835 3.056387 10.130730 10.553127 11.959793 0.063388 0.075008 0.347763 0.874603 -1.162241 3.902864 1.432253 1.341042 0.011367 0.179317 0.438519 0.000000 0.039932 -8.502228 -29.356586 -1.063492 0.016245 43.177192 0.009420 0.007839 -199.118287 314444000.000000 517073000.000000 -4868693000.000000 0.459801 27760500.000000 3513500.000000 None 69.338903 None None 5.264000 0.000000 None 0.060018 -0.351734 293
ABUS 2020-12-31 3.780000 79487444.000000 300462538.320000 52251000.000000 2983000.000000 251194538.320000 2020-12-31 0.086982 -0.801951 -0.647159 -0.650040 1.550786 1.282794 1.282794 1.282794 0.087989 300462538.320000 251194538.320000 -4.713508 43.457122 -5.840916 -5.815029 2.946693 2.946693 36.331290 -4.543136 -4.883158 -4.861516 -0.212156 -0.171968 0.025430 0.256157 0.891067 13.384761 -14.277986 0.806981 0.040348 -0.190180 2.129592 6.867371 0.000000 224.633188 -30.192140 -8.637555 0.891091 4.811090 -0.449031 -0.465020 1.121410 118163000.000000 None 92590000.000000 0.029255 1258000.000000 2696000.000000 None 69.262366 23.015733 0.000000 5.269817 15.858717 None -0.625159 -0.002881 294
AC 2020-12-31 32.840000 22369000.000000 734597960.000000 39509000.000000 0.000000 695088960.000000 2020-12-31 0.848630 0.841164 -12.489114 -12.984622 1.766239 40.186776 40.139032 40.186776 0.008047 734597960.000000 695088960.000000 39.041133 38.697675 -2.629490 -2.529146 0.817184 0.817184 36.616392 -55.978816 -2.488068 -2.393120 0.025614 -0.395390 0.000000 0.232563 3.181847 5.154439 -69.272222 -14.847417 0.009142 0.356930 0.163357 0.000000 0.002996 25.204709 -1.712649 -0.004691 -0.051098 27.578663 -0.011076 0.016068 -9.212415 202558000.000000 897870000.000000 -21841000.000000 0.000000 37433500.000000 10692500.000000 None 706.926724 121.992179 0.000000 0.516319 2.991995 None 0.020931 -0.495507 295
AC.PA 2020-12-31 27.830000 271823856.000000 7564857912.480000 2474000000.000000 3229000000.000000 8319857912.480000 2020-12-31 5.963421 -7.313560 -1.703309 -2.347108 9.101482 15.053866 -1.423716 15.053866 12.143894 7564857912.480000 8319857912.480000 -3.805261 4.666785 -16.338786 -11.857144 1.848695 1.848695 5.132547 -21.278409 -17.969456 -13.040530 -0.262794 -0.084337 0.575513 0.605727 -1.930946 1.257338 -9.236111 0.232897 0.000264 -0.001006 0.000000 0.000000 0.430969 2.645714 -9.262857 -1.565714 0.000000 49.771381 -0.087316 -0.331278 -14.360403 754000000.000000 -387000000.000000 -2704000000.000000 0.789101 None 384000000.000000 20500000.000000 0.000000 102.450644 6.579399 None 3.562691 55.476190 -0.485826 -0.643799 296
ACA 2020-12-31 55.790001 48000000.000000 2677920048.000000 95800000.000000 254500000.000000 2836620048.000000 2020-12-31 40.325000 2.220833 5.414583 3.704167 1.995833 39.420833 18.443750 39.420833 5.522917 2677920048.000000 2836620048.000000 25.121201 1.383509 10.303655 15.061418 1.415242 1.415242 1.465499 10.394357 10.914275 15.953994 0.039807 0.066395 0.131170 0.285072 0.581532 2.142765 14.990566 2.438086 0.003660 0.091932 0.115261 0.000000 0.380436 -3.165652 -23.576127 -1.388551 0.010333 44.382539 0.068011 0.065008 -6.773958 354600000.000000 885300000.000000 -89600000.000000 0.134500 230100000.000000 117050000.000000 280050000.000000 49.066439 33.854596 65.030896 7.438893 10.781402 5.612717 0.056337 -1.710417 297
ACA.PA 2020-12-31 9.380000 2885319047.000000 27064292660.860001 561873000000.000000 0.000000 -534808707339.140015 2020-12-31 6.259620 0.932999 19.855343 19.596100 194.735137 22.603046 19.283829 22.603046 4.060556 27064292660.860001 -534808707339.140015 10.053601 1.498494 0.472417 0.478667 0.414988 0.414988 -29.611246 None -9.335277 -9.458777 0.099467 2.089136 0.000000 0.962523 None None 0.000000 21.281204 None 0.000000 0.000000 0.000000 0.009105 -76.589572 -24.145722 -1.528075 0.000000 21.782883 None 0.001385 -444.736693 None 55640000000.000000 None 0.000000 57680500000.000000 None None 1144.836111 None None 0.318823 None None 0.041278 -0.259243 298
ACAD 2020-12-31 48.049999 157331000.000000 7559754392.669000 326028000.000000 32000.000000 7233758392.669000 2020-12-31 2.807806 -1.789755 -0.865475 -0.913698 4.016742 3.985286 3.978243 3.985286 0.000203 7559754392.669000 7233758392.669000 -26.847244 17.113002 -55.518664 -52.588498 12.056851 12.056851 16.375046 -25.502050 -53.124557 -50.320747 -0.037248 -0.019016 0.000000 0.198829 1.149273 6.772071 None 0.483572 None 0.000000 0.879811 0.722414 0.001416 17.947278 -58.225254 -0.386451 0.191106 12.668285 -0.423537 -0.360309 3.298164 611649000.000000 625901000.000000 562009000.000000 0.000051 44078000.000000 7857500.000000 8011500.000000 41.545495 150.848905 171.967397 8.785550 2.419640 2.122495 -0.449091 -0.048223 300
