# ticker stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue dividendYielTTM dividendYielPercentageTTM peRatioTTM pegRatioTTM payoutRatioTTM currentRatioTTM quickRatioTTM cashRatioTTM daysOfSalesOutstandingTTM daysOfInventoryOutstandingTTM operatingCycleTTM daysOfPayablesOutstandingTTM cashConversionCycleTTM grossProfitMarginTTM operatingProfitMarginTTM pretaxProfitMarginTTM netProfitMarginTTM effectiveTaxRateTTM returnOnAssetsTTM returnOnEquityTTM returnOnCapitalEmployedTTM netIncomePerEBTTTM ebtPerEbitTTM ebitPerRevenueTTM debtRatioTTM debtEquityRatioTTM longTermDebtToCapitalizationTTM totalDebtToCapitalizationTTM interestCoverageTTM cashFlowToDebtRatioTTM companyEquityMultiplierTTM receivablesTurnoverTTM payablesTurnoverTTM inventoryTurnoverTTM fixedAssetTurnoverTTM assetTurnoverTTM operatingCashFlowPerShareTTM freeCashFlowPerShareTTM cashPerShareTTM operatingCashFlowSalesRatioTTM freeCashFlowOperatingCashFlowRatioTTM cashFlowCoverageRatiosTTM shortTermCoverageRatiosTTM capitalExpenditureCoverageRatioTTM dividendPaidAndCapexCoverageRatioTTM priceBookValueRatioTTM priceToBookRatioTTM priceToSalesRatioTTM priceEarningsRatioTTM priceToFreeCashFlowsRatioTTM priceToOperatingCashFlowsRatioTTM priceCashFlowRatioTTM priceEarningsToGrowthRatioTTM priceSalesRatioTTM dividendYieldTTM enterpriseValueMultipleTTM priceFairValueTTM tag_id
AUY 3.920000 950266000.000000 3725042720.000000 158800000.000000 991700000.000000 4557942720.000000 0.016555 1.655470 43.076524 -0.430765 0.713119 1.440803 0.963051 0.941994 1.279752 82.577846 82.893402 131.236620 -109.595208 0.584249 0.219473 0.161419 0.077675 0.518797 0.015781 0.027343 0.047892 0.481203 0.735484 0.219473 0.410315 0.701475 0.188722 None 4.724238 None 1.709602 285.211538 2.781236 4.420072 0.257304 0.203164 0.672876 0.447674 0.503528 0.432135 0.665314 None None -2.987879 -2.987879 1.162158 1.162158 3.345975 43.076524 11.637935 7.742886 7.742886 None 3.345975 0.016555 7.719357 1.162158 1104
AVA 37.480000 67176996.000000 2517793810.080000 14196000.000000 2263081000.000000 4766678810.080000 0.044823 4.482271 24.209797 -0.706586 1.085149 0.679959 0.450270 0.028062 58.975279 61.779320 76.321169 97.648347 -23.439811 0.698531 0.176036 0.103291 0.097957 0.051641 0.020226 0.065178 0.039466 0.948359 0.586760 0.176036 0.682959 2.154168 0.503711 0.527180 2.304462 0.146263 3.154168 6.189034 3.737903 5.908126 0.257661 0.206478 4.853858 -1.074904 0.208171 0.250402 -0.221454 0.146263 1.630562 -0.818697 -0.818697 1.544483 1.544483 2.371510 24.209797 -42.766612 9.470817 9.470817 -0.706586 2.371510 0.044823 11.782649 1.544483 1108
AVAL 6.410000 1114045045.000000 7141028738.450000 34025500000000.000000 59414380000000.000000 25396021028738.449219 0.000014 0.001352 8.617352 -0.381686 0.000117 0.277878 0.364084 0.154006 262.113143 None None None None 0.000000 0.000000 0.325957 0.125496 0.273502 0.008623 0.138119 0.000000 0.385007 None 0.000000 0.890245 13.915483 0.739445 0.742015 0.000000 0.110062 15.631080 1.392528 None None 2.761639 0.068711 5868.199941 6028.248602 57887.216659 0.294741 1.027274 0.110062 8.280895 -7.925354 -7.925354 1.161495 1.161495 1.081441 8.617352 3.571711 3.669125 3.669125 -0.381686 1.081441 0.000014 None 1.161495 1110
AVAV 70.830002 23806208.000000 1686193760.252416 255142000.000000 0.000000 1431051760.252416 None None 86.657858 -6.419101 None 9.292047 8.208862 5.782194 81.224817 82.114137 102.142174 24.488581 76.983558 0.401073 0.118867 0.123107 0.075754 0.111688 0.050518 0.057445 0.087589 0.615347 1.035669 0.118867 0.111362 0.125315 None None 225.230769 None 1.125292 4.493700 14.904906 4.445032 11.523640 0.666879 3.716903 3.249622 15.580562 0.225802 0.874282 None None -7.954326 None 4.926326 4.926326 6.564643 86.657858 33.253095 29.072590 29.072590 -6.419101 6.564643 None 38.825546 4.926326 1113
AVB 163.669998 139601172.000000 22848523542.037655 216976000.000000 9567423000.000000 32198970542.037655 0.031735 3.173494 34.812288 6.627977 1.104766 0.676869 0.191668 0.191668 0.000000 0.000000 0.000000 37.200448 -37.200448 0.629659 0.286176 0.354478 0.356274 -0.005130 0.041938 0.074664 0.034919 1.005065 1.238672 0.286176 0.442018 0.792217 0.414025 None 3.054826 None 1.792271 None 9.811710 None 14.720283 0.117714 8.672882 7.784778 0.928257 0.536736 0.897600 None None -6.445578 -6.445578 2.616656 2.616656 12.402709 34.812288 25.743829 23.107660 23.107660 6.627977 12.402709 0.031735 26.034146 2.616656 1114
AVCO 1.240000 79508149.000000 98590104.760000 726577.000000 133908.000000 97997435.760000 None None -10.032974 -0.299021 None 0.671316 0.525016 0.525016 0.000000 0.000000 0.000000 0.000000 0.000000 0.701393 -4.511624 -6.332034 -6.332034 0.000000 -0.769020 -1.841658 -0.767053 1.000000 1.403493 -4.511624 0.588236 1.428577 0.022988 0.044944 -36.004830 -32.298440 2.428577 None None None 3.115224 0.121449 -0.087604 -0.087604 0.020994 -5.153168 1.000000 -32.298440 -64.596879 None None 18.737832 18.737832 63.529136 -10.032974 -12.328171 -12.328171 -12.328171 -0.299021 63.529136 None -14.397406 18.737832 1116
AVCT 8.090000 19678342.000000 159197786.780000 9944.000000 9232.000000 159197074.780000 None None -3.905249 -0.045455 None 0.722713 0.662457 0.277088 55.205314 4.362491 17.974760 128.875112 -72.594115 0.293504 -0.119542 -0.215772 -0.216503 0.001382 -0.201506 -1.701136 -0.175294 1.003390 1.804990 -0.119542 0.663769 -22.843722 None None -0.900090 None -34.415150 6.611682 2.832199 83.667788 15.596921 0.930729 -1.087185 -1.132006 0.778165 -0.151936 1.041227 None -2.248923 24.256236 None -27.082341 -27.082341 0.845500 -3.905249 -5.344495 -5.564830 -5.564830 -0.045455 0.845500 None -8.918338 -27.082341 1117
AVD 16.549999 29450000.000000 487397470.550000 15923000.000000 111630000.000000 583104470.550000 0.002174 0.217391 30.607722 2.613523 0.066539 2.192299 1.093082 0.082477 128.552107 209.861962 241.559742 74.260873 106.038020 0.374486 0.043404 0.047119 0.037154 0.085220 0.025060 0.050648 0.038271 0.788522 1.085586 0.043404 0.492910 0.972037 0.284870 0.290036 4.669962 0.479601 1.972037 2.839316 4.915105 1.739238 6.207175 0.674479 2.383370 2.004494 0.465065 0.147303 0.841033 0.479601 19.253002 -6.290619 -6.290619 1.512593 1.512593 1.137206 30.607722 9.179376 7.720159 7.720159 2.613523 1.137206 0.002174 16.403136 1.512593 1118
AVDL 7.300000 52996000.000000 386870800.000000 71722000.000000 128316000.000000 443464800.000000 None None -83.369697 -0.727441 None 26.569518 25.814254 6.488158 1101.438410 0.000000 271.587553 313.777778 787.660633 0.674462 -4.723516 -1.066198 -0.550193 0.483967 -0.018953 -0.034056 -0.167940 0.516033 0.225721 -4.723516 0.534022 1.146025 0.508917 None -4.062473 None 2.146025 0.331385 1.163244 None 1.212715 0.034447 -1.035385 -1.037507 3.507263 -5.996532 1.002049 None None 664.956044 None 3.390879 3.390879 45.869444 -83.369697 -7.633686 -7.649329 -7.649329 -0.727441 45.869444 None -11.816572 3.390879 1119
AVEO 7.930000 21402000.000000 169717860.000000 61761000.000000 13772000.000000 121728860.000000 None None -6.769080 0.018241 None 6.375461 6.198250 6.140393 66.268846 0.000000 16.340263 10481847.826087 -10481781.557241 0.712098 -4.472642 -4.320762 -4.320762 0.000000 -0.213638 -0.555567 -0.261762 1.000000 0.966043 -4.472642 0.431495 0.759000 0.003590 0.007154 -14.824890 -85.498084 1.759000 5.507867 0.000035 None 19.328221 0.049444 -1.700061 -1.710079 4.624943 -7.083003 1.005893 -85.498084 -170.996169 169.695817 None 2.543742 2.543742 29.247586 -6.769080 -4.105073 -4.129264 -4.129264 0.018241 29.247586 None -2.252266 2.543742 1120
AVGO 401.579987 402000000.000000 161435154774.000000 7618000000.000000 41062000000.000000 194879154774.000000 0.030361 3.036078 48.171839 26.359252 1.462535 2.136241 1.804004 1.426950 37.320640 28.296417 37.498767 26.691368 17.606471 0.502532 0.211708 0.142718 0.160138 -0.125460 0.051356 0.165742 0.074362 1.122055 0.674129 0.211708 0.688211 2.209694 0.034787 0.636249 5.158934 0.306496 3.210779 9.780111 13.674833 12.899160 9.889824 0.320701 30.454976 29.343602 22.635071 0.520640 0.963508 0.306496 0.312944 -27.402985 -27.402986 7.943239 7.943239 7.714129 48.171839 15.377799 14.816626 14.816626 26.359252 7.714129 0.030361 18.884835 7.943239 1122
AVGR 1.460000 49231000.000000 71877260.000000 22185000.000000 12990000.000000 62682260.000000 None None -5.072189 -0.290885 None 5.146234 4.420041 4.208431 61.686168 237.539683 252.749971 47.435516 72.822081 0.332377 -1.829562 -2.009824 -2.009824 0.000000 -0.432378 -1.310941 -0.475254 1.000000 1.098528 -1.829562 0.513762 1.056606 0.355950 0.395358 -9.795508 -1.095608 2.056606 5.917048 7.694656 1.536585 2.058864 0.215132 -0.160420 -0.160540 0.333002 -1.619163 1.000750 -1.095608 -7.079151 -271.629630 None 4.510347 4.510347 10.194210 -5.072189 -6.291256 -6.295974 -6.295974 -0.290885 10.194210 None -4.793058 4.510347 1123
AVGR 1.460000 49231000.000000 71877260.000000 22185000.000000 12990000.000000 62682260.000000 None None -5.072189 -0.290885 None 5.146234 4.420041 4.208431 61.686168 237.539683 252.749971 47.435516 72.822081 0.332377 -1.829562 -2.009824 -2.009824 0.000000 -0.432378 -1.310941 -0.475254 1.000000 1.098528 -1.829562 0.513762 1.056606 0.355950 0.395358 -9.795508 -1.095608 2.056606 5.917048 7.694656 1.536585 2.058864 0.215132 -0.160420 -0.160540 0.333002 -1.619163 1.000750 -1.095608 -7.079151 -271.629630 None 4.510347 4.510347 10.194210 -5.072189 -6.291256 -6.295974 -6.295974 -0.290885 10.194210 None -4.793058 4.510347 1124
AVHOQ 4.760000 0.000000 0.000000 342472000.000000 3657793000.000000 3315321000.000000 None None -0.104139 0.058079 None 0.161832 0.123330 0.050929 288.644633 53.520180 124.692829 325.395683 -23.554293 -0.465515 -0.892453 -1.248052 -1.271704 -0.041108 -0.079352 3.593149 -0.259162 1.018951 1.398451 -0.892453 1.097215 -16.954373 -4.778054 1.120271 -1.931714 -0.014682 -15.452193 1.264531 1.121711 6.819857 0.080452 0.062398 -0.449813 -0.872015 2.413396 -0.141835 1.938616 -0.014682 -0.016112 1.065398 None -0.127692 -0.127692 0.132434 -0.104139 -0.481643 -0.933721 -0.933721 0.058079 0.132434 None -39.872324 -0.127692 1126
AVID 17.040001 43822000.000000 746726923.822000 79899000.000000 207700000.000000 874527923.822000 None None 64.339767 1.654451 None 0.990459 0.771917 0.314765 80.045415 76.482943 96.220169 53.230090 45.674133 0.642236 0.131767 0.062550 0.057848 0.075167 0.081031 -0.150017 0.562659 0.924833 0.474701 0.131767 1.511717 -2.954204 4.318636 3.707345 2.372318 0.311877 -1.954204 4.559911 6.857024 4.772306 8.474476 1.400753 1.289818 1.167127 1.248322 0.156017 0.904877 0.311877 6.277086 -10.512713 None -10.188301 -10.188301 3.721949 64.339767 26.363889 23.856079 23.856079 1.654451 3.721949 None 26.301032 -10.188301 1127
AVIR 73.000000 43736547.000000 3192767931.000000 850117000.000000 0.000000 2342650931.000000 None None 57.107951 2.621664 None 3.304041 3.278896 3.278896 0.000000 None None None None 0.998646 0.349609 0.352742 0.352742 0.000000 20.434428 0.103964 29.035582 1.000000 1.008960 0.349609 0.302613 0.433923 None None None None 1.433923 None 0.000000 None 1187780.121951 57.930224 7.135844 7.135707 0.019063 6.408700 0.999981 None None -52016.193833 None 1673.343049 1673.343049 20.144378 57.107951 3.143347 3.143286 3.143286 2.621664 20.144378 None 57.535928 1673.343049 1129
AVLNF 0.056826 334332582.000000 18998783.304732 1295723.000000 0.000000 17703060.304732 None None -5.295009 0.158850 None 3.449238 3.300308 3.137879 3446.992166 0.000000 849.943274 1415.350957 2031.641210 -4.654835 -106.010535 -608.180281 -604.834738 0.005501 -0.094266 -0.097655 -0.016673 0.994499 5.736980 -106.010535 0.070982 0.076406 0.031597 None -1.488512 None 1.076406 0.105889 0.257887 None 0.000161 0.000156 0.000000 -0.006272 0.009661 0.000000 None None None 0.000000 None 0.537276 0.537276 3202.605409 -5.295009 -27.042221 None None 0.158850 3202.605409 None -30.323915 0.537276 1130
AVLR 150.000000 80985000.000000 12147750000.000000 673593000.000000 859000.000000 11475016000.000000 None None -170.355811 -122.851763 None 2.149264 1.873878 1.640188 61.209614 0.000000 15.092781 43.656294 17.553320 0.717147 -0.124683 -0.129452 -0.117717 0.090653 -0.039884 -0.068540 -0.055814 0.909347 1.038245 -0.124683 0.324882 0.481222 None None None None 1.481222 5.963116 8.360765 None 6.274881 0.338810 0.452268 0.312550 7.476872 0.071196 0.691071 None None -3.236994 None 10.064018 10.064018 20.053714 -170.355811 407.583119 281.669049 281.669049 -122.851763 20.053714 None -230.450289 10.064018 1131
AVNS 45.299999 47800000.000000 2165339952.200000 111500000.000000 219800000.000000 2273639952.200000 None None -49.633247 -1.221741 None 2.897154 1.710220 0.647477 83.861698 171.009643 191.687869 61.281906 64.746553 0.506922 -0.082646 -0.098867 -0.053839 0.455446 -0.023350 -0.030431 -0.039553 0.544554 1.196277 -0.082646 0.240296 0.316302 0.122583 None -4.884298 None 1.316302 4.352404 5.956081 2.134383 3.272769 0.433709 0.000000 -0.431250 2.085417 0.000000 None None None 0.000000 None 1.525531 1.525531 2.672186 -49.633247 -92.313043 None None -1.221741 2.672186 None -116.127485 1.525531 1132
AVNT 38.430000 90000000.000000 3458700000.000000 649500000.000000 1872600000.000000 4681800000.000000 0.016118 1.611778 26.462134 -0.341134 0.426511 1.987494 1.432029 0.688397 63.473964 46.911114 62.562228 69.591389 5.449699 0.247827 0.069566 0.053237 0.048228 0.082401 0.036277 0.108724 0.063498 0.905900 0.765278 0.069566 0.649244 1.867252 0.520465 0.522984 3.040237 0.127171 2.876040 5.750389 5.244902 7.780672 4.882205 0.752210 2.606791 1.849945 6.511501 0.064448 0.709664 0.127171 12.659574 -3.444284 -3.444284 2.760929 2.760929 1.276207 26.462134 27.903529 19.802126 19.802126 -0.341134 1.276207 0.016118 15.394259 2.760929 1133
AVNW 20.500000 5391000.000000 110515500.000000 41618000.000000 9000000.000000 77897500.000000 None None 3.667941 -0.037717 None 1.753934 1.401085 0.489057 117.274115 33.372426 62.289331 53.747687 71.755246 0.048643 0.081842 0.078363 0.407899 -4.205232 0.373228 1.061003 0.110507 5.205232 0.957491 0.081842 0.381501 0.616817 None None 680.000000 None 1.616817 3.112366 6.790990 10.937173 17.202187 0.915000 4.800395 4.434541 4.107604 0.201349 0.923787 None None -13.121078 None 2.213385 2.213385 1.496150 3.667941 8.043674 7.430639 7.430639 -0.037717 1.496150 None 12.485681 2.213385 1134
AVO 13.450000 62222222.000000 836888885.900000 124000000.000000 174100000.000000 886988885.900000 None None 20.971581 -0.371312 None 2.743227 2.070671 1.073027 36.453776 25.066314 34.054917 22.246354 20.388158 0.175843 0.110237 0.110430 0.080486 0.271161 0.086184 0.162122 0.132215 0.728839 1.001754 0.110237 0.397601 0.660029 0.256274 0.264982 17.013467 0.676622 1.660029 10.012680 16.407183 14.561375 2.104924 1.070801 1.649574 0.788282 1.291266 0.137227 0.477870 0.676622 15.313026 -1.915231 None 3.000374 3.000374 1.687917 20.971581 25.739530 12.300142 12.300142 -0.371312 1.687917 None 13.093277 3.000374 1135
AVON.L 3925.000000 30516000.000000 119775300000.000000 147000000.000000 20300000.000000 119648600000.000000 0.008281 0.828135 6207.609331 7.253227 51.407358 2.658291 1.846734 1.846734 0.000000 99.000714 99.000714 37.168689 -12.757554 0.402474 0.135200 0.089138 0.091413 0.000000 0.045053 0.153607 0.085768 1.025518 0.659306 0.135200 0.495235 0.981122 0.101297 None 22.116279 None 1.981122 None 9.820093 3.686842 3.401354 0.492853 0.807363 0.592837 4.817145 0.140105 0.734287 None None -3.763461 -3.763477 554.066185 554.066185 567.457037 6207.609331 5515.854292 4050.221005 4050.221005 7.253227 567.457037 0.008281 3667.364121 554.066185 1136
AVRO 14.310000 36444000.000000 521513640.000000 259682000.000000 0.000000 261831640.000000 None None -3.533011 0.055155 None 18.958647 18.250862 18.250862 None None None None None None None None None 0.000000 -0.381299 -0.401166 -0.401751 1.000000 1.001068 None 0.052791 0.055733 None None None None 1.055733 None 0.000000 None 0.000000 0.000000 -2.845681 -2.865300 6.394112 None 1.006894 None None 145.046154 None 1.422213 1.422213 None -3.533011 -3.172442 -3.194314 -3.194314 0.055155 None None -0.823490 1.422213 1137
AVT 26.719999 100474000.000000 2684665179.526000 477038000.000000 1424842000.000000 3632469179.526000 0.018843 1.884253 32.541429 -0.272457 0.613163 2.288544 1.278067 0.111835 66.520232 61.441945 77.844194 44.559432 37.110869 0.112129 0.009904 0.001663 0.007384 -3.439700 0.016300 0.035530 0.033376 4.439700 0.167935 0.009904 0.529294 1.124468 0.185343 0.232955 1.996387 0.507997 2.124468 5.487052 8.191307 5.940567 28.119964 2.207487 6.103373 5.386500 3.242340 0.032898 0.882545 0.507997 2.024850 -8.515790 -8.515790 1.126894 1.126894 0.240290 32.541429 8.276246 7.304157 7.304157 -0.272457 0.240290 0.018843 15.811991 1.126894 1139
AVTR 29.490000 576000000.000000 16986240000.000000 286000000.000000 4893000000.000000 21593240000.000000 None None 99.493477 0.802529 None 1.798984 1.107439 0.139034 65.851928 63.521942 79.759403 57.698212 23.816661 0.328984 0.122215 0.027378 0.027337 0.002103 0.018693 0.068873 0.095774 0.998490 0.224016 0.122215 0.711864 2.470582 0.621432 0.622780 3.082955 0.173286 3.470582 5.542738 6.326019 5.746046 12.392259 0.683821 1.381518 1.377216 0.296851 0.120548 0.996886 0.173286 30.294340 -321.120000 None 6.454826 6.454826 2.719816 99.493477 22.632622 22.562141 22.562141 0.802529 2.719816 None 18.789069 6.454826 1140
AVXL 5.900000 58194894.000000 343349874.600000 29249018.000000 0.000000 314100856.600000 None None -36.966121 -75.664841 None 18.300689 18.300689 18.300689 None None None None None None None None None -0.003196 -0.243077 -0.466935 -0.220789 1.419442 0.816100 None 0.092899 0.102413 None None None None 1.102413 None 0.000000 None None 0.000000 -0.518835 -0.518835 1.179861 None 1.000000 None None None None 9.905874 9.905874 None -36.966121 -22.511957 -22.511957 -22.511957 -75.664841 None None -26.226404 9.905874 1143
AVY 153.059998 83208395.000000 12735876772.283211 252000000.000000 128000000.000000 12611876772.283211 0.014218 1.421845 18.087944 0.208524 0.257182 1.278795 0.791547 0.159339 38.682308 32.289298 41.827401 48.349807 -1.705755 0.275811 0.047818 0.106451 0.081044 0.232023 0.158643 0.709034 0.139322 0.761322 2.226158 0.047818 0.747832 2.965611 0.561533 0.575295 29.170392 0.531968 3.965611 9.435838 7.549151 11.304055 9.239880 1.957502 13.717208 10.540313 3.947052 0.092827 0.768401 0.531968 9.751069 -4.397762 -4.397762 11.379431 11.379431 1.465913 18.087944 20.551572 15.791843 15.791843 0.208524 1.465913 0.014218 28.633491 11.379431 1144
AVYA 17.200001 83400000.000000 1434480083.400000 727000000.000000 2886000000.000000 3593480083.400000 None None -143.291250 4.147860 None 1.341006 1.093777 0.505541 85.170781 14.166667 35.167681 72.500000 16.163932 0.555631 0.090632 0.012851 -0.005411 1.421053 -0.002619 -0.042161 0.054284 -0.421053 0.141791 0.090632 0.930278 13.342723 0.867948 None 1.165217 None 14.342723 4.285507 5.034483 25.764706 6.876744 0.483961 1.643026 0.425532 7.009456 0.047007 0.258993 None None -1.349515 None 5.381831 5.381831 0.775333 -143.291250 63.685000 16.493957 16.493957 4.147860 0.775333 None 6.540203 5.381831 1145
AWH 8.920000 10423070.000000 92973784.400000 16631000.000000 4687000.000000 81029784.400000 None None -4.066750 6.970567 None 9.982596 9.811483 9.656636 0.101232 0.009907 0.034868 0.221434 -0.117759 0.237904 -4.131398 -4.136642 -4.136642 0.000000 -227.924393 -1.798007 -252.560257 1.000000 1.001269 -4.131398 0.160072 0.190578 0.012177 0.019727 -590875245.250000 -10672.606838 1.190578 3605.563025 1648.347196 36844.042254 6439.954972 55.098897 -1.078210 -1.123018 0.005696 -3.274077 1.041558 -10672.606838 -27544.742647 24.062673 None 1103.560589 1103.560589 16.822688 -4.066750 -4.933135 -5.138147 -5.138147 6.970567 16.822688 None -4.128674 1103.560589 1148
AWI 78.209999 47000000.000000 3675869953.000000 136900000.000000 715500000.000000 4254469953.000000 0.008015 0.801468 30.462572 -0.208362 0.244148 2.024968 1.374520 0.778489 36.146687 48.941552 57.854434 48.224460 -0.009993 0.350282 0.155728 0.237315 0.172854 0.211116 0.094736 0.367232 0.093900 0.728373 1.523907 0.155728 0.723897 2.621833 0.591019 0.599662 6.337662 0.299831 3.621833 10.097744 7.568773 7.457875 1.668323 0.548067 4.449791 3.265690 2.543933 0.226253 0.733898 0.299831 8.508000 -3.757951 -3.757951 10.452213 10.452213 5.265576 30.462572 31.711518 23.273004 23.273004 -0.208362 5.265576 0.008015 23.288343 10.452213 1149
AWK 159.020004 181000000.000000 28782620724.000000 547000000.000000 10940000000.000000 39175620724.000000 0.014521 1.452102 39.104067 2.819333 0.567831 0.598123 0.229294 0.028152 47.093693 11.447527 23.059671 29.499397 20.416974 0.566082 0.323999 0.240775 0.187909 0.219565 0.029276 0.110944 0.056084 0.780435 0.743134 0.323999 0.731580 2.725505 0.586183 0.620226 None 0.132546 3.725505 7.750507 12.373134 31.884615 0.191021 0.155800 7.872928 -2.386740 0.381215 0.372939 -0.303158 0.132546 0.999299 -0.767367 -0.767367 4.265034 4.265034 7.348003 39.104067 -64.992407 19.702961 19.702961 2.819333 7.348003 0.014521 20.905458 4.265034 1150
AWR 77.260002 36880000.000000 2849348873.760000 36737000.000000 574906000.000000 3387517873.760000 0.017040 1.703967 31.670236 14.816898 0.539651 1.052225 0.781179 0.061508 59.822440 26.662507 41.413245 174.764186 -108.367430 0.758582 0.272384 0.245515 0.184636 0.247966 0.051104 0.144048 0.080464 0.752034 0.901357 0.272384 0.637781 1.760764 0.467151 0.467310 5.944149 0.230287 2.760764 6.101389 2.088529 13.689635 0.312298 0.276785 3.555531 -0.075343 0.188384 0.264380 -0.021190 0.230287 360.417582 -0.979249 -0.979249 4.468263 4.468263 5.847454 31.670236 -1043.762129 22.117650 22.117650 14.816898 5.847454 0.017040 20.010152 4.468263 1151
AWRE 4.010000 21476000.000000 86118760.000000 38565000.000000 0.000000 47553760.000000 None None -9.965351 -1.072463 None 8.025459 7.923813 6.898928 160.063068 0.000000 39.467606 179.824047 -19.760979 0.916209 -0.780244 -0.777869 -0.655418 0.157418 -0.160957 -0.171780 -0.214111 0.842582 0.996956 -0.780244 0.107613 0.120591 None None None None 1.120591 2.280351 2.029762 None 3.422764 0.245580 -0.334791 -0.344003 1.676747 -0.589401 1.027515 None None 13.083636 None 1.797425 1.797425 6.531472 -9.965351 -10.784790 -11.081537 -11.081537 -1.072463 6.531472 None -4.899410 1.797425 1152
AWX 3.300000 3876000.000000 12790800.000000 4210000.000000 23535000.000000 32115800.000000 None None 1085.000000 10.532881 None 0.888029 0.787930 0.245010 57.988505 7.064767 21.363302 70.624375 -10.893873 0.199336 0.002112 0.000886 0.000238 1.884615 0.000180 0.000384 0.002041 0.269231 0.419355 0.002112 0.525760 1.104872 0.371667 0.388187 0.102479 0.109242 2.101475 6.294351 5.168187 51.664835 0.999285 0.753303 0.663484 -0.510452 1.086452 0.043784 -0.769350 0.109242 1.612923 -0.565179 None 0.409511 0.409511 0.258685 1085.000000 -7.679474 5.908207 5.908207 10.532881 0.258685 None 11.379822 0.409511 1154
AX 22.570000 59049697.000000 1332751661.290000 1756477000.000000 478289000.000000 54563661.290000 None None 13.076084 0.640985 None 5.799531 8.679085 5.799531 206.217182 None None None None 0.231442 0.000962 0.480110 0.332734 0.306964 0.013943 0.162128 0.000041 0.693036 498.915467 0.000962 0.909249 10.019116 0.285712 None 0.006591 None 11.019116 1.769979 0.000000 None None 0.041906 6.341172 6.148966 23.123136 0.603313 0.969689 None None -32.991552 None 2.009071 2.009071 4.350852 13.076084 7.437023 7.211601 7.211601 0.640985 4.350852 None 93.186396 2.009071 1155
AXAS 2.550000 8382000.000000 21374100.000000 2.775000 205.266000 21374302.491000 None None -0.160004 0.000882 None 0.109662 0.058472 0.012653 85.214437 None None None None 1.000000 -4.632995 -2.683296 -2.683296 0.000000 -0.732102 -3.529539 3.239514 1.000000 0.579171 -4.632995 1.462516 -3.162087 1.562219 1.551531 9.370706 0.077875 -2.162087 4.283312 0.000000 None 1.090911 0.272837 1.911624 1.911624 0.331858 0.371373 1.000000 0.077875 6.355865 None None -0.253265 -0.253265 0.429339 -0.160004 1.156085 1.156085 1.156085 0.000882 0.429339 None -1.177002 -0.253265 1157
AXDX 10.260000 56010000.000000 574662600.000000 35781000.000000 146423000.000000 685304600.000000 None None -5.171293 0.696100 None 11.109587 9.323194 5.802010 63.601411 507.318892 523.001432 99.389915 89.303826 0.379189 -5.820018 -7.154586 -7.155026 -0.000062 -0.875577 1.503711 -0.773692 1.000062 1.229307 -5.820018 1.716148 -2.396359 1.809801 1.798816 -4.153493 -0.308963 -1.396359 5.738866 3.672405 0.719469 1.283967 0.122372 -0.788995 -0.804785 1.139440 -4.071605 1.020012 -0.308963 -40.968944 -105.415525 None -6.322530 -6.322530 37.000741 -5.171293 -8.909215 -9.087508 -9.087508 0.696100 37.000741 None -8.341063 -6.322530 1158
AXGN 17.350000 39643333.000000 687811827.550000 48767000.000000 32890000.000000 671934827.550000 None None -37.973094 -2.100854 None 6.067660 4.973151 1.788847 60.882378 222.756986 237.769079 152.359256 -36.550498 0.815773 -0.175459 -0.186889 -0.186889 0.000000 -0.112753 -0.183794 -0.119323 1.000000 1.065141 -0.175459 0.393502 0.648809 0.211665 None -14.241990 None 1.648809 5.995167 2.395654 1.638557 1.988046 0.603317 -0.304477 -0.813200 2.233218 -0.104085 2.670808 None None 0.598513 None 7.059524 7.059524 7.096755 -37.973094 -25.528767 -68.182446 -68.182446 -2.100854 7.096755 None -49.468319 7.059524 1159
AXL 8.810000 113104838.000000 996453622.780000 557000000.000000 3455000000.000000 3894453622.780000 None None -59.030607 3.865119 None 1.902313 1.395260 0.576912 64.951173 29.537926 45.553283 57.258671 14.975826 0.128224 0.044779 -0.013563 -0.004465 0.672308 -0.003605 -0.065398 0.043842 0.329231 -0.302889 0.044779 0.932406 13.794169 0.893334 0.893721 1.012742 0.146506 14.794169 5.619606 6.374580 12.356995 2.143483 0.807223 4.355947 2.720705 5.296916 0.103163 0.624595 0.146506 36.087591 -1.698969 None 3.147907 3.147907 0.263595 -59.030607 4.090852 2.555127 2.555127 3.865119 0.263595 None 5.390112 3.147907 1160
AXLA 5.440000 36942475.000000 200967064.000000 71590000.000000 25222000.000000 154599064.000000 None None -2.182813 -0.043780 None 14.005781 13.788412 9.197071 None None None None None None None None None 0.000000 -0.515795 -0.743972 -0.528799 1.000000 1.049985 None 0.312167 0.453841 0.250708 0.288993 -67.127182 -1.624433 1.453841 None 0.000000 None 0.000000 0.000000 -1.347257 -1.353726 2.905301 None 1.004802 -1.624433 -9.187927 208.246862 None 1.636856 1.636856 None -2.182813 -2.467264 -2.479112 -2.479112 -0.043780 None None -1.552454 1.636856 1161
