# tag pbvalue
CSGP 6.128000
CSGS 3.424000
CSHX 1.252000
CSII 5.811000
CSIOY 2.142000
CSIQ 1.511000
CSL 4.170000
CSLLY 12.630000
CSLT 2.311000
CSNVY 5.621000
CSOD 10.330000
CSPI 1.434000
CSPR 47.970000
CSSE 6.792000
CSTE 1.138000
CSTL 3.552000
CSTR 1.409000
CSV 2.769000
CSVI 6.710000
CSWC 1.726000
CSWI 4.730000
CSX 5.753000
CSXXY 15.820000
CTAC 1.369000
CTAS 9.750000
CTB 2.146000
CTBI 1.184000
CTEK 0.883800
CTG 1.957000
CTGO 5.411000
CTHR 1.621000
CTIC 8.399000
CTLP 6.024000
CTLT 4.821000
CTMX 3.646000
CTO 0.889300
CTO.L 0.889300
CTRE 2.437000
CTRM 6.182000
CTRN 5.506000
CTS 2.846000
CTSH 3.398000
CTSO 4.547000
CTTAY 1.973000
CTUY 0.935500
CTVA 1.548000
CTXR 2.511000
CTXS 56.550000
CUB 2.568000
CUBE 4.624000
CUBI 1.258000
CUE 6.443000
CUEN 3.095000
CUII 1.707000
CUK 1.500000
CULP 1.506000
CURI 3.529000
CURLF 6.496000
CURO 4.257000
CURR 2.116000
CUTR 16.380000
CUYTY 2.980000
CUZ 1.217000
CVA 6.800000
CVAC 23.840000
CVBF 1.491000
CVCO 3.036000
CVCY 1.101000
CVEO 0.753800
CVET 2.430000
CVGI 3.836000
CVGW 4.899000
CVI 2.241000
CVLG 1.264000
CVLT 8.987000
CVLY 0.946200
CVM 32.950000
CVNA 126.860000
CVR 0.857200
CVS 1.609000
CVSI 3.527000
CVV 1.212000
CVX 1.506000
CW 2.822000
CWBC 1.129000
CWBHF 2.549000
CWBR 5.164000
CWCO 1.183000
CWEN 3.059000
CWGL 1.045000
CWH 44.360000
CWK 3.828000
CWK.L 3.828000
CWLDY 1.956000
CWST 9.214000
CWT 3.101000
CX 1.374000
CXDC 0.054500
CXDO 3.721000
CXW 0.724400
CYAD 2.755000
CYAN 1.109000
CYBE 3.239000
CYBQY 2.523000
CYBR.L 7.103000
CYBR.AS 7.103000
CYBR 7.103000
CYBR 7.103000
CYCC 1.363000
CYCN 2.255000
CYD 0.467500
CYDVF 17.260000
CYGIY 11.070000
CYRN 2.084000
CYRX 3.912000
CYTH 3.539000
CYTK 23.610000
CYTR 7.640000
CZFS 1.200000
CZMWY 9.026000
CZNC 1.327000
CZR 4.886000
CZWI 0.915000
D 2.503000
DAC 0.957800
DADA 5.601000
DAIO 2.582000
DAKT 1.562000
DAL 63.690000
DAN 2.211000
DANOY 2.326000
DAR 3.825000
DARE 20.300000
DASH 10.940000
DASTY 9.133000
DAVA 15.090000
DBDR 1.383000
DBI 5.556000
DBOEY 3.832000
DBSDY 1.423000
DBTX 1.138000
DBVT 3.777000
DCBO 8.934000
DCI 7.231000
DCI.L 7.231000
DCO 1.856000
DCOM 1.369000
DCP 0.917800
DCPH 3.913000
DCRB 56.660000
DCT 6.923000
DCTH 3.332000
DCYHY 1.956000
DD 1.658000
DDD 8.361000
DDMX 1.261000
DDOG 33.840000
DDS 1.850000
DE 7.525000
DEA 1.465000
DECK 6.631000
DEH 1.414000
DEI 2.459000
DELKY 1.521000
DELL 25.840000
DEN 3.292000
DEO 12.140000
DESP 21.010000
DFFN 1.292000
DFH 9.566000
DFHT 1.904000
DFIN 3.633000
DFKCY 4.568000
DFNS 1.437000
DFPH 1.379000
DFS 3.243000
DFS.L 3.243000
DG.PA 7.372000
DG 7.372000
DGICA 0.884100
DGICB 0.861400
DGII 1.451000
DGLY 1.732000
DGNR 1.416000
DGNS 17626.000000
DGX 2.388000
DHBC 1.306000
DHHC 13685.740000
DHI 2.659000
DHIL 2.881000
DHR 4.905000
DHT 0.948500
DHX 1.375000
DIFTY 2.539000
DIOD 3.347000
DIS 3.807000
DISA 1.488000
DISCA 1.520000
DISCB 3.206000
DISCK 1.420000
DISH 1.721000
DISH.L 1.721000
DIT 1.098000
DJCO 2.070000
DK 1.703000
DKILY 3.780000
DKNG 8.774000
DKS 3.769000
DLA 1.490000
DLAKY 3.227000
DLB 3.786000
DLHC 2.407000
DLPN 3.209000
DLR 2.538000
DLTH 2.756000
DLTR 3.228000
DLX 3.443000
DM 3.694000
DMAC 5.820000
DMGGF 10.150000
DMLRY 1.306000
DMRC 7.692000
DMTK 4.732000
DMYI 24989.920000
DMZPY 23.100000
DNB 2.540000
DNHBY 1.236000
DNIYY 0.551700
DNKEY 0.604000
DNLI 7.242000
DNMR 7.079000
DNN 3.647000
DNNGY 4.266000
DNOW 1.654000
DNTUY 1.334000
DNZ 1.293000
DNZOY 1.487000
DOC 1.467000
DOC 1.467000
DOCN 5.397000
DOCU 119.170000
DOOR 4.036000
DORM 3.715000
DOV 6.182000
DOW 3.664000
DOX 2.761000
DOYU 2.452000
DPSGY 4.972000
DPW.DE 0.804000
DPW 0.804000
DQ 6.737000
DRE 3.339000
DRI 7.213000
DRI.DE 7.213000
DRIO 2.305000
DRNA 19.180000
DRQ 1.178000
DRRX 4.675000
DRVN 3.056000
DSCSY 4.853000
DSDVY 7.454000
DSEY 10.140000
DSGN 3.619000
DSGX 5.407000
DSKE 7.086000
DSNKY 3.515000
DSP 25.820000
DSPG 2.400000
DSS 0.588600
DSSI 0.370800
DSWL 0.785700
DSX 0.981700
DT 13.110000
DTCWY 1.371000
DTE.DE 2.129000
DTE 2.129000
DTEGY 2.184000
DTIL 10.860000
DTSS 27.300000
DUK 1.664000
DUNE 6947.840000
DUO 1.375000
DURYY 2.516000
DVA 10.270000
DVAX 9.556000
DVD 1.268000
DVN 2.159000
DWAHY 1.083000
DWIN 1.323000
DWSN 0.649400
DX 0.962900
DX/.L 0.962900
DXC 1.728000
DXCM 18.380000
DXF 0.676300
DXPE 1.676000
DXR 2.496000
DXYN 0.691800
DY 2.854000
DYAI 4.119000
DYN 2.013000
DYNT 1.335000
DZSI 3.375000
E 0.941900
EA 5.244000
EAC 1.310000
EACO 1.354000
EADSY 12.370000
EAR 6.977000
EARN 0.931400
EARS 2.347000
EAST 3.882000
EB 10.490000
EBAY 10.870000
EBCOY 1.700000
EBET 91.650000
EBF 1.828000
EBIX 1.367000
EBKDY 0.818300
EBMT 1.092000
EBON 5.514000
EBR 1.020000
EBRPY 1.368000
EBS 2.034000
EBS 2.034000
EBSB 1.460000
EBTC 1.242000
EC 1.647000
ECHO.L 2.203000
ECHO 2.203000
ECIA 3.516000
ECL 9.837000
ECOL 2.029000
ECOM 5.119000
ECOM.L 5.119000
ECOM 5.119000
ECOR 3.189000
ECPG 1.128000
ED 1.385000
EDAP 7.255000
EDIT 3.677000
EDN 0.222700
EDRY 1.204000
EDSA 4.347000
EDTK 0.640800
EDTX 1.001000
EDU 3.562000
EDUC 2.923000
EEFT 5.636000
EEIQ 5.689000
EEX 1.039000
EFC 1.030000
EFGSY 1.736000
EFGXY 1.043000
EFOI 5.037000
EFSC 1.412000
EFSH 10.030000
EFSI 1.095000
EFX 8.570000
EGAN 6.988000
EGBN 1.439000
EGHT 16.380000
EGIEY 4.240000
EGLE 1.219000
EGLX 5.219000
EGO 0.589700
EGP 4.773000
EGRX 2.791000
EGY 2.152000
EH 33.330000
EHC 5.115000
EHTH 2.028000
EIG 1.003000
EIGR 2.142000
EIX 1.493000
EJFA 1.337000
EJH 24.630000
EJPRY 0.968800
EKSO 1.788000
EKTAY 5.366000
EL.PA 19.910000
EL 19.910000
ELA 6.048000
ELAN 2.117000
ELDN 0.690900
ELEZY 3.234000
ELF 5.647000
ELLO 2.407000
ELMD 2.641000
ELOX 47.010000
ELP 4.724000
ELP 4.724000
ELS 10.400000
ELSE 1.249000
ELTK 2.256000
ELTP 3.453000
ELUXY 3.599000
ELVT 0.798700
ELY 1.894000
ELYS 4.122000
EMAN 13.490000
EMAN.L 13.490000
EMCF 0.905800
EME.L 3.228000
EME 3.228000
EMKR 3.063000
EML.L 1.831000
EML 1.831000
EMN 2.737000
EMR.L 6.268000
EMR 6.268000
EMYB 1.292000
ENB 1.787000
ENBP 0.918300
ENFA 23679.190000
ENG 5.551000
ENG 5.551000
ENGGY 1.652000
ENGIY 1.016000
ENIA 1.771000
ENIC 0.839500
ENLAY 2.736000
ENLC 1.654000
ENLV 4.741000
ENNV 1.313000
ENOB 1.163000
ENPC 1.038000
ENPH 26.430000
ENR 9.124000
ENR.DE 9.124000
ENS 2.616000
ENSG 5.168000
ENSV 1.417000
ENTA 2.293000
ENTG 10.810000
ENTX 11.450000
ENV 4.250000
ENVA 1.383000
ENVB 2.579000
ENVI 8341.100000
ENZ 2.459000
ENZN 6.003000
EOG 2.259000
EOLS 25.170000
EONGY 3.325000
EOSE 10.300000
EPAC 4.318000
EPAC 4.318000
EPAM 12.910000
EPAY 3.896000
EPC 1.669000
EPD 2.058000
EPGNY 1.934000
EPHY 20679.270000
EPM 2.270000
EPOKY 9.290000
EPR 1.381000
EPSN 1.329000
EPWR 20875.250000
EPZM 9.810000
EQ 2.143000
EQBK 1.167000
EQC 1.077000
EQD 1.345000
EQFN 0.905600
EQH 1.501000
EQIX 6.223000
EQNR 1.961000
EQOS 6.866000
EQR 2.792000
EQS 0.741900
EQT 0.630300
EQT.L 0.630300
EQX 1.827000
ERES 1.262000
ERF.PA 3.107000
ERIC 4.306000
ERIE 8.722000
ERII 5.775000
ERJ 0.928800
ERKH 0.729400
ERMAY 2.029000
ERYP 4.581000
ES 1.959000
ESALY 2.915000
ESCA 2.491000
ESE 2.473000
ESEA 3.836000
ESGC 1.130000
ESGR 0.904100
ESI 2.484000
ESLOY 1.927000
ESLT 2.556000
ESNT 1.392000
ESNT.L 1.392000
ESOA 1.206000
ESP 1.380000
ESP.L 1.380000
ESQ 1.499000
ESRT 3.211000
ESS 3.146000
ESSA 0.852400
ESSC 1.282000
ESTA 25.850000
ESTC 23.340000
ESTE 1.767000
ESXB 1.136000
ESYJY 3.038000
ET 1.262000
ETAC 1.281000
ETCMY 0.942300
ETH 2.077000
ETN 3.843000
ETNB 2.015000
ETON 9.642000
ETR 1.900000
ETRN 1.116000
ETSY 30.980000
ETTX 2.114000
ETWO 8.205000
EURN 0.871600
EURN 0.871600
EUSG 1.204000
EVA 6.860000
EVAX 17.510000
EVBG 12.640000
EVBN 1.236000
EVC 1.423000
EVER 11.870000
EVGN 3.019000
EVH 2.777000
EVI 3.847000
EVK.DE 0.247400
EVK 0.247400
EVLO 8.197000
EVNVY 0.682100
EVOJ 1.452000
EVOK 5.139000
EVOL 2.528000
EVR 5.183000
EVR.L 5.183000
EVRG 3.144000
EVRI 101.330000
EVSBY 1.671000
EVTC 8.953000
EVTCY 7.125000
EVVTY 12.160000
EW 12.590000
EWBC 2.012000
EWTX 4.622000
EXAS 5.227000
EXC 1.360000
EXEL 3.691000
EXLS 4.710000
EXP 4.620000
EXPD 7.343000
EXPE 21.200000
EXPFF 2.721000
EXPGY 11.530000
EXPI 33.200000
EXPO 12.520000
EXPR 34.190000
EXR 6.749000
EXTN 0.588500
EXTR 41.010000
EYE 4.605000
EYE.L 4.605000
EYEG 2.406000
EYEN 10.050000
EYES 6.816000
EYPT 2.454000
EZGO 5.536000
EZPW 0.614100
F 1.756000
FACA 1.571000
FACO 0.596300
FACT 1.308000
FAF 1.412000
FAII 86.160000
FAMI 2.949000
FANG 1.346000
FANG.L 1.346000
FANH 2.566000
FANUY 3.414000
FARM 2.613000
FARO 3.931000
FAST 10.870000
FAST.AS 10.870000
FATE 9.074000
FB 7.050000
FBAK 1.317000
FBC 1.025000
FBHS 4.975000
FBIO 3.474000
FBIZ 1.097000
FBK 1.504000
FBMS 1.283000
FBNC 1.437000
FBP 1.269000
FBPA 0.779300
FBRX 9.041000
FBTT 0.993800
FC 7.221000
FCAC 1.288000
FCAP 1.368000
FCAP.L 1.368000
FCAX 1.338000
FCBC 1.273000
FCBP 1.317000
FCCO 1.116000
FCCY 1.128000
FCEL 9.678000
FCF 1.343000
FCFS 2.557000
FCN 3.316000
FCNCA 2.148000
FCNCB 1.790000
FCPT 2.496000
FCRD 0.725700
FCUUF 1.256000
FCUV 59.880000
FCX 5.727000
FDBC 1.747000
FDMT 2.953000
FDP.L 0.883100
FDP 0.883100
FDS 12.840000
FDUS 1.015000
FDVA 1.117000
FDX 3.805000
FE 2.790000
FEDU 0.438400
FEIM 1.693000
FELE 4.547000
FELTY 1.837000
FENG 0.527400
FERG 6.803000
FERG.L 6.803000
FET 0.380400
FEYE 7.389000
FF 1.263000
FFBC 1.101000
FFBW 0.820200
FFG 1.001000
FFHL 0.777400
FFIC 1.119000
FFIN 4.266000
FFIV 5.564000
FFNW 0.862600
FFWM 1.573000
FGBI 1.075000
FGEN 5.277000
FGF 2.452000
FGNA 1.397000
FHB 1.373000
FHI 2.744000
FHN 1.400000
FHTX 2.979000
FI 1.212000
FIBK 1.509000
FICO 64.690000
FIII 1.518000
FINMY 0.756000
FINV 1.709000
FIS 1.916000
FISI 1.144000
FISV 2.403000
FITB 1.451000
FIVE 11.840000
FIVE 11.840000
FIVN 83.040000
FIX 4.053000
FIXX 1.910000
FIZZ 14.380000
FJTCY 1.534000
FJTNY 0.350700
FJTSY 2.507000
FKWL 2.241000
FKYS 0.986500
FL 2.247000
FLAC 1.333000
FLDM 3.561000
FLEX 2.627000
FLGT 2.781000
FLGZY 2.001000
FLIC 1.310000
FLIDY 1.538000
FLL 3.860000
FLMN 2.971000
FLNT 1.091000
FLO.L 3.597000
FLO 3.597000
FLOW 2.802000
FLOW.AS 2.802000
FLR 2.730000
FLS 3.243000
FLT 6.938000
FLUX 14.640000
FLWS 4.164000
FLXS 2.050000
FLY.PA 0.653700
FLY 0.653700
FMAO 0.999300
FMBH 1.317000
FMBI 0.982500
FMBL 0.927700
FMBM 0.991500
FMC 4.985000
FMCB 1.704000
FMNB 1.426000
FMOCY 0.910300
FMS 1.680000
FMTX 2.335000
FMX 2.582000
FN 3.054000
FNB 0.885200
FNBT 1.422000
FNCB 0.976400
FNCH 3.093000
FND 9.731000
FNF 1.646000
FNHC 0.562300
FNKO 5.156000
FNLC 1.503000
FNRN 1.041000
FNV 5.075000
FNWB 0.996100
FOCS 6.679000
FOE 3.689000
FOJCY 1.499000
FOLD 9.873000
FONR 0.896800
FOR 1.195000
FORA 12.280000
FORD 3.937000
FORE 1.256000
FORM 3.525000
FORR 4.279000
FORTY 2.636000
FOSL 1.920000
FOUR.L 21.890000
FOUR 21.890000
FOVSY 10.000000
FOX 1.928000
FOX.L 1.928000
FOXA 1.992000
FOXF 8.493000
FOXW 1.369000
FPH 1.831000
FPRUY 1.563000
FR.PA 3.364000
FRAF 0.947000
FRBA 1.095000
FRBK 0.773200
FRC 3.135000
FRCOY 8.316000
FRD 1.313000
FREE 1.691000
FREQ 1.746000
FRG 3.222000
FRGI 2.433000
FRHC 12.130000
FRLN 1.617000
FRME 1.390000
FRO 1.012000
FROG 6.665000
FRON 1.341000
FRPH 1.353000
FRPT 10.800000
FRRVY 5.675000
FRSB 0.922300
FRST 0.909800
FRSX 4.588000
FRT 3.721000
FRTA 7.245000
FRW 1.324000
FRX 1.542000
FRXB 1.341000
FSBW 1.259000
FSEA 0.991000
FSFG 0.997800
FSI 1.757000
FSII 1.314000
FSK 0.844900
FSKR 0.834500
FSLR 1.440000
FSLY 5.349000
FSM 1.684000
FSNUY 1.454000
FSP 0.734300
FSR 3.731000
FSRV 2.056000
FSRX 1.307000
FSS 3.567000
FST 2.176000
FSTR 1.097000
FSTX 4.163000
FSUGY 3.556000
FSV.L 10.340000
FTCV 1.619000
FTEK.L 1.334000
FTEK 1.334000
FTFT 5.116000
FTHM 16.770000
FTI 1.070000
FTI.PA 1.070000
FTIV 1.813000
FTK 4.037000
FTLF 2.967000
FTNT 36.040000
FTOC 1.439000
FTS 1.572000
FTSI 1.390000
FTV 2.715000
FTV.L 2.715000
FUBO 5.207000
FUJHY 0.885300
FUJIY 1.378000
FUL 2.458000
FUL.L 2.458000
FULC 2.328000
FULT 1.151000
FUNC 0.951600
FUPBY 3.620000
FUSB 0.742000
FUSE 1.412000
FUSN 1.248000
FUTU 16.900000
FUV 4.735000
FVAM 1.326000
FVCB 1.248000
FVE 0.910400
FVIV 1.148000
FVRR 20.730000
FVT 1.354000
FWAA 1.364000
FWONA 1.444000
FWONK 1.621000
FWP 0.691600
FWRD 4.836000
FXNC 1.037000
G 4.841000
GABC 1.791000
GAIA 2.875000
GAIN 1.219000
GALT 14.790000
GAN 2.909000
GANX 2.890000
GAPA 1.340000
GASNY 2.683000
GASS 0.199800
GATO 3.717000
GATX 1.780000
GBCI 2.459000
GBDC 1.064000
GBERY 11.680000
GBIO 4.279000
GBL 7.933000
GBLBY 0.749500
GBLI 0.645900
GBNY 0.605000
GBOOY 1.797000
GBOX 9.447000
GBR 5.187000
GBRG 1.534000
GBS 2.469000
GBS.L 2.469000
GBT 6.642000
GBX 1.146000
GCAC 27760.600000
GCBC 1.744000
GCI 1.366000
GCO 1.496000
GCO 1.496000
GCP.L 2.797000
GCP 2.797000
GCTAY 3.750000
GD 3.514000
GDEN 7.062000
GDOT 2.142000
GDP 3.110000
GDRX 19.690000
GDRZF 2.164000
GDS 3.630000
GDYN 5.987000
GE 3.752000
GECC 0.914400
GEF.L 3.054000
GEF 3.054000
GEG 1.234000
GENC 1.142000
GEO 0.665700
GEOS 0.732200
GERN 2.249000
GES 3.639000
GEVO 2.611000
GFED 1.194000
GFF 1.962000
GFI 2.926000
GFKSY 1.038000
GFL 2.508000
GFN 3.516000
GGAL 0.582600
GGB 1.818000
GGG 9.275000
GH 14.820000
GHAC 1.330000
GHC 0.866000
GHG 4.706000
GHL 4.147000
GHLD 1.033000
GHM 1.450000
GHSI 0.864900
GHVI 298868.200000
GIB 4.210000
GIFI 0.717400
GIG 1.280000
GIGA 4.857000
GIGA 4.857000
GIGM 0.603800
GIII 1.224000
GIIX 66433.290000
GIKLY 3.037000
GIL.DE 4.287000
GILD 4.357000
GILD.L 4.357000
GILT 2.512000
GIS 4.270000
GIX 1.370000
GJNSY 4.221000
GKOS 5.858000
GL 1.385000
GLAD 1.425000
GLAPY 2.350000
GLAQ 1.289000
GLBL 1.393000
GLBS 1.100000
GLBZ 1.021000
GLDD 2.715000
GLDFF 3.953000
GLEO 1.261000
GLG 1.033000
GLGI 3.730000
GLMD 1.246000
GLNG 1.050000
GLOB 9.549000
GLOG 0.802100
GLOP 0.156300
GLPEY 2.495000
GLPG 1.583000
GLPG.AS 1.583000
GLPI 4.060000
GLRE.L 0.681300
GLRE 0.681300
GLSI 14.640000
GLT 1.119000
GLTO 0.809600
GLW 3.332000
GLYC 1.017000
GM 1.799000
GMAB 8.324000
GMBL 3.906000
GMDA 4.382000
GME 40.800000
GMED 4.605000
GMGI 18.210000
GMS 2.582000
GMS.L 2.582000
GMTX 2.943000
GMVHY 3.331000
GNAC 1.321000
GNCA 72.910000
GNE 2.089000
GNGBY 3.682000
GNHAY 2.202000
GNK 0.877700
GNL 1.139000
GNLN 3.613000
GNNDY 11.370000
GNPK 1.634000
GNPX 3.522000
GNRC 13.470000
GNRS 1.271000
GNRV 1.132000
GNSS 3.503000
GNTX 4.353000
GNTY 1.644000
GNUS 3.133000
GNW 0.143200
GO 3.466000
GOAC 1.263000
GOCO 8.312000
GOEV 3.168000
GOFPY 7.333000
GOGL 1.128000
GOLD 1.782000
GOLF 3.757000
GOOD 3.689000
GOOD.L 3.689000
GOOG 7.049000
GOOGL 6.915000
GOOS.L 9.562000
GOOS  9.562000
GORO 2.223000
GOSS 2.475000
GOTU 5.575000
GOVX 1.621000
GP 9.577000
GPAC 1.335000
GPC 5.678000
GPI 1.859000
GPK 3.274000
GPMT 0.827100
GPN 2.137000
GPRE 1.950000
GPRO 8.405000
GPS 5.020000
GPX 1.355000
GRA 14.870000
GRAY 0.963600
GRBK 1.758000
GRC.L 2.937000
GRC 2.937000
GRCL 3.179000
GRCY 1.340000
GRFS 1.903000
GRIL 4.847000
GRIN 0.771900
GRMN 4.787000
GRNQ 6.777000
GRNV 1.325000
GROW 1.850000
GROW.L 1.850000
GRPN 21.380000
GRRB 1.260000
GRSV 1.396000
GRTS 2.194000
GRUB 4.136000
GRVY 5.080000
GRWG 7.121000
GS 1.425000
GSAH 1.427000
GSAT 6.498000
GSBC 1.260000
GSBD 1.214000
GSEV 135053.900000
GSIT 1.980000
GSK 4.742000
GSK.L 4.742000
GSL 1.088000
GSM 2.716000
GSPE 21.260000
GSRX 1.921000
GSS.L 15.810000
GT 1.497000
GTBIF 5.982000
GTBP 14.410000
GTE 1.033000
GTEC 1.812000
GTES 1.854000
GTH 7.549000
GTHX 3.806000
GTIM 3.356000
GTLS 3.387000
GTMAY 0.150400
GTMEY 2.816000
GTN 1.272000
GTS 0.611000
GTYH 1.185000
GULRY 0.505400
GURE 0.245200
GVA 2.072000
GVDNY 10.290000
GVP 3.836000
GVP.L 3.836000
GWAC 1.385000
GWB 1.690000
GWRE 4.992000
GWRS 12.520000
GWW 13.190000
GXGX 1.444000
GXYYY 4.118000
GZPFY 0.840400
H 2.771000
HA 2.254000
HAAC 46574.720000
HAE 3.881000
HAFC 1.108000
HAIN 2.705000
HAL 3.874000
HALL 0.453900
HALMY 10.280000
HALO 88.030000
HAPP 0.517100
HARL 1.202000
HARP 6.436000
HAS.L 4.522000
HAS 4.522000
HASI 3.003000
HAWPY 0.700000
HAYN 1.474000
HAYW 4.863000
HBAN 1.472000
HBB 4.151000
HBCP 1.036000
HBI 14.240000
HBIA 1.302000
HBIO 3.539000
HBMD 1.075000
HBNC 1.179000
HBP 3.436000
HBT 1.377000
HCA 286.060000
HCANF 1.208000
HCAP 0.832600
HCAQ 1.298000
HCAT 8.968000
HCBC 1.258000
HCC 1.407000
HCCI 2.578000
HCDI 1.504000
HCHC 0.836700
HCI 3.103000
HCIC 1.376000
HCKT 3.773000
HCM 9.027000
HCM.L 9.027000
HCMC 141.430000
HCMLY 1.216000
HCSG 4.544000
HD 193.900000
HDB 4.871000
HDELY 1.110000
HDSN 3.033000
HE 2.002000
HEAR 4.058000
HEC 1.459000
HEES 5.730000
HEGIY 2.641000
HEI 8.758000
HEI.DE 8.758000
HELE 4.271000
HENKY 2.000000
HENOY 2.311000
HEOFF 2.672000
HEP 5.545000
HEPA 1.132000
HERTF 0.805900
HES 4.675000
HESAY 16.010000
HESM 3.466000
HEXO 1.844000
HFBK 0.818300
HFBL 1.130000
HFC 1.019000
HFFG 1.237000
HFWA 1.258000
HGEN 78.580000
HGKGY 1.199000
HGSH 0.244200
HGV 10.670000
HHC 1.560000
HHLA 1.336000
HHR 43.880000
HHULY 2.852000
HI 2.852000
HIBB 3.684000
HIFS 1.995000
HIG 1.351000
HIGA 1.337000
HIHO 1.252000
HII 4.386000
HIL 1.391000
HIMS 9.004000
HIMX 3.941000
HINOY 0.972700
HITID 9.487000
HJLI 1.146000
HKHHY 3.583000
HKIB 1.281000
HKMPY 3.669000
HKUOY 2.093000
HKXCY 12.550000
HL.L 2.798000
HL 2.798000
HLAH 1.226000
HLAN 1.312000
HLG 3.205000
HLI 3.657000
HLIO 3.711000
HLIT 2.704000
HLLGY 2.715000
HLNE 22.810000
HLTOY 3.330000
HLUYY 2.372000
HLX 0.459000
HLXA 1.317000
HMC 0.649500
HMCO 17209.520000
HMHC 26.330000
HMLP 1.132000
HMN 0.964000
HMNF 0.925700
HMPT 1.168000
HMST 1.379000
HMTV 1.904000
HMY 1.489000
HNGR 20.040000
HNI 3.249000
HNNA 0.834400
HNNMY 6.641000
HNP 0.283400
HNRG 0.394900
HOCPY 7.488000
HOFT 1.702000
HOFV 2.366000
HOG 3.759000
HOL 1.551000
HOLI 0.741100
HOLX 4.278000
HOMB 1.709000
HOME.L 4.949000
HOME 4.949000
HON 8.934000
HONE 1.197000
HOOK 3.578000
HOPE 0.929100
HOTH 1.735000
HP 1.009000
HPE 1.311000
HPGLY 3.408000
HPK 1.899000
HPP 1.271000
HPX 1.262000
HQI 6.127000
HQY 4.944000
HRC 4.022000
HRGLY 17.350000
HRI 4.244000
HRI.L 4.244000
HRL 3.912000
HRMY 16.890000
HROW 8.730000
HRST 0.467800
HRTG 0.541700
HRTX 7.000000
HRVSF 4.541000
HRZN 1.483000
HSAQ 1.336000
HSBC 0.655600
HSC 2.677000
HSDT 2.622000
HSIC 3.203000
HSII 3.084000
HSKA 4.901000
HSNGY 1.683000
HSON 1.465000
HSQVY 3.807000
HST 1.966000
HSTM 2.487000
HSTO 1.583000
HSY 16.070000
HT 0.693200
HTA 1.912000
HTBI 1.160000
HTBK 1.213000
HTBX 1.186000
HTCMY 1.485000
HTGC 1.484000
HTGM 1.427000
HTH 1.267000
HTHT 10.720000
HTLD 1.993000
HTLF 1.075000
HTPA 18168.750000
HTZGQ 3.560000
HUBB 4.952000
HUBG 2.041000
HUBS 30.050000
HUDI 2.567000
HUGS 1.326000
HUIZ 4.710000
HUM.L 3.996000
HUM 3.996000
HUN 1.767000
HURC 0.964000
HURN 2.290000
HUSA 1.513000
HUSN 28.720000
HUYA 2.317000
HVBC 1.114000
HVBTF 19.130000
HVRRY 1.623000
HVT 3.140000
HWBK 1.201000
HWC 1.260000
HWCC 0.967000
HWDJY 6.605000
HWIN 71.100000
HWKN 2.679000
HWM 4.271000
HX 0.943700
HXGBY 4.881000
HXL 3.384000
HY 2.190000
HYAC 1.390000
HYFM 11.270000
HYLN 3.010000
HYMC 29.830000
HYPMY 2.646000
HYRE 16.650000
HYW 3.304000
HZAC 1.354000
HZNP 5.373000
HZO 2.193000
HZON 1.406000
IAA 54.010000
IAC 2.118000
IACA 1.483000
IACB 61.980000
IAG 0.682100
IAG.L 0.682100
IAIC 12.840000
IBA 1.034000
IBAL 1.247000
IBCP 1.308000
IBDRY 1.988000
IBEX 5.171000
IBIO 3.158000
IBKR 13.710000
IBM 6.006000
IBN 2.923000
IBOC 1.341000
IBP 10.300000
IBTX 1.364000
ICAD 7.865000
ICBK 0.959700
ICCC 2.678000
ICCH 0.732900
ICD 0.097400
ICE 3.155000
ICFI 2.219000
ICHR 3.596000
ICL 2.315000
ICLK 3.751000
ICLR 6.124000
ICMB 0.716900
ICUI 2.895000
IDA 1.919000
IDBA 20.020000
IDCC 3.419000
IDEX 2.997000
IDEXY 6.714000
IDKFF 0.649300
IDKOY 0.680500
IDN 6.486000
IDRA 1.348000
IDT 8.337000
IDXX 67.280000
IDYA 2.905000
IEC 2.953000
IEP 4.535000
IEP 4.535000
IESC 3.651000
IESFY 0.039100
IEX 6.462000
IFBD 11.970000
IFF 1.650000
IFJPY 1.551000
IFMK 4.444000
IFNNY 4.171000
IFRX 0.846900
IFS 1.252000
IGAC 1.360000
IGC 2.937000
IGC.L 2.937000
IGGHY 3.444000
IGIC 1.109000
IGMS 6.578000
IGT 5.998000
IH 5.101000
IHC.L 1.377000
IHC 1.377000
IHICY 0.991100
IHRT 4.006000
IHT 9.888000
IIAC 35189.120000
III 2.876000
III.L 2.876000
IIIN 2.665000
IIIV 4.970000
IIN 2.276000
IINX 4.509000
IIPR 2.893000
IIVI 2.497000
IKNA 3.060000
IKNX 1.559000
IKT 6.672000
IKTSY 9.596000
ILIAY 1.522000
ILKAY 2.729000
ILMN 12.150000
IMAB 6.355000
IMAC 1.834000
IMAX 3.802000
IMBBY 3.615000
IMBI 3.605000
IMCC 2.786000
IMCR 5.041000
IMGN 13.170000
IMH 3.113000
IMIAY 5.514000
IMKTA 1.364000
IMMR 2.555000
IMNM 7.179000
IMPUY 2.586000
IMRA 1.764000
IMRN 1.328000
IMTE 28.070000
IMTX 6.415000
IMUX 2.169000
IMV 5.939000
IMVT 3.579000
IMXI 5.636000
INBK 0.973200
INBP 3.725000
INBX 13.760000
INCPY 2.885000
INCY 6.673000
INDB 1.562000
